atc_concept_code,atc_concept_name,atc_concept_id,ingredient_concept_code,ingredient_concept_name,ingredient_concept_id,standard_concept,relationship_ids,n_relationships
S01XA20,artificial tears and other indifferent preparations,21605143,9863,Sodium Chloride,967823,S,Inferred class of,1
S01XA20,artificial tears and other indifferent preparations,21605143,577312,"Mineral Oil, Light",978577,S,Inferred class of,1
S01XA20,artificial tears and other indifferent preparations,21605143,2062,Carboxymethylcellulose,949279,S,Inferred class of,1
S01XA20,artificial tears and other indifferent preparations,21605143,27291,hydroxypropylcellulose,19002257,S,Inferred class of,1
S01XA20,artificial tears and other indifferent preparations,21605143,8570,Polyvinyl Alcohol,948856,S,Inferred class of,1
S01XA20,artificial tears and other indifferent preparations,21605143,8560,Polysorbate 80,948760,S,Inferred class of,1
S01XA20,artificial tears and other indifferent preparations,21605143,6873,Methylcellulose,905371,S,Inferred class of,1
S01XA20,artificial tears and other indifferent preparations,21605143,27334,hypromellose,902251,S,Inferred class of,1
G01AD03,ascorbic acid,21602387,1151,Ascorbic Acid,19011773,S,"ATC - RxNorm,Inferred class of,Maps to",3
S01XA15,ascorbic acid,21605141,1151,Ascorbic Acid,19011773,S,"ATC - RxNorm,Inferred class of,Maps to",3
A11GA01,ascorbic acid (vit C),21600837,1151,Ascorbic Acid,19011773,S,"ATC - RxNorm,Inferred class of,Maps to",3
A11GA01,ascorbic acid (vit C),21600837,142407,Calcium ascorbate,1319219,S,Inferred class of,1
N05AH05,asenapine,21604545,784649,Asenapine,40164052,S,"ATC - RxNorm,Inferred class of,Maps to",3
L01XX02,asparaginase,21603785,235996,Erwinia asparaginase,19055717,S,Inferred class of,1
L01XX02,asparaginase,21603785,1156,ASPARAGINASE,19012585,S,"ATC - RxNorm,Inferred class of,Maps to",3
R06AX11,astemizole,21603512,42328,Astemizole,1150770,S,"ATC - RxNorm,Inferred class of,Maps to",3
J05AE15,asunaprevir,45893530,1652103,asunaprevir,46233931,S,"ATC - RxNorm,Maps to",2
J05AE08,atazanavir,21603156,343047,Atazanavir,1727223,S,"ATC - RxNorm,Inferred class of,Maps to",3
C07AB03,atenolol,21601685,1202,Atenolol,1314002,S,"ATC - RxNorm,Inferred class of,Maps to",3
N06BA09,atomoxetine,21604762,38400,atomoxetine,742185,S,"ATC - RxNorm,Inferred class of,Maps to",3
C10AA05,atorvastatin,21601860,83367,atorvastatin,1545958,S,"ATC - RxNorm,Inferred class of,Maps to",3
G02CX01,atosiban,21602470,59639,Atosiban,19122136,S,"ATC - RxNorm,Inferred class of,Maps to",3
P01AX06,atovaquone,21604879,60212,Atovaquone,1781733,S,"ATC - RxNorm,Inferred class of,Maps to",3
M03AC04,atracurium,21604081,1218,Atracurium,19014341,S,"ATC - RxNorm,Inferred class of,Maps to",3
S01FA01,atropine,21605060,1223,Atropine,914335,S,"ATC - RxNorm,Inferred class of,Maps to",3
A03BA01,atropine,21600192,1223,Atropine,914335,S,"ATC - RxNorm,Inferred class of,Maps to",3
A07BC04,attapulgite,21600636,18516,attapulgite,933794,S,"ATC - RxNorm,Inferred class of,Maps to",3
M01CB03,auranofin,21604027,1227,Auranofin,1114771,S,"ATC - RxNorm,Inferred class of,Maps to",3
M01CB04,aurothioglucose,21604028,4980,Aurothioglucose,1163570,S,"ATC - RxNorm,Inferred class of,Maps to",3
G04BE10,avanafil,45893462,1291301,avanafil,42800040,S,"ATC - RxNorm,Maps to",2
L01XE17,axitinib,40253399,1242999,axitinib,42709322,S,"ATC - RxNorm,Inferred class of,Maps to",3
L01BC07,azacitidine,21601441,1251,Azacitidine,1314865,S,"ATC - RxNorm,Inferred class of,Maps to",3
M01AX04,azapropazone,21604001,1029,Apazone,19136654,S,"ATC - RxNorm,Maps to",2
R06AX09,azatadine,21603511,18600,azatadine,1133993,S,"ATC - RxNorm,Inferred class of,Maps to",3
L04AX01,azathioprine,21603927,1256,Azathioprine,19014878,S,"ATC - RxNorm,Inferred class of,Maps to",3
D10AX03,azelaic acid,21602314,18602,azelaic acid,19018514,,ATC - RxNorm,1
D10AX03,azelaic acid,21602314,618278,Azelate,986790,S,Inferred class of,1
R06AX19,azelastine,21603519,18603,azelastine,934075,S,"ATC - RxNorm,Inferred class of,Maps to",3
R01AC03,azelastine,21605035,18603,azelastine,934075,S,"ATC - RxNorm,Inferred class of,Maps to",3
S01GX07,azelastine,21605091,18603,azelastine,934075,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01CE04,azidocillin,21602844,18609,azidocillin,19018516,S,"ATC - RxNorm,Inferred class of,Maps to",3
C09CA09,azilsartan medoxomil,40256408,1091643,azilsartan,40235485,S,Inferred class of,1
C09CA09,azilsartan medoxomil,40256408,1091642,azilsartan medoxomil,46274216,,ATC - RxNorm,1
J01FA10,azithromycin,21602978,18631,Azithromycin,1734104,S,"ATC - RxNorm,Inferred class of,Maps to",3
S01AA26,azithromycin,21603577,18631,Azithromycin,1734104,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01CA09,azlocillin,21602828,1266,Azlocillin,19015123,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01DF01,aztreonam,21602919,1272,Aztreonam,1715117,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01CA06,bacampicillin,21602825,18687,bacampicillin,1734205,S,"ATC - RxNorm,Inferred class of,Maps to",3
R02AB04,bacitracin,21603239,1291,Bacitracin,915175,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01XX10,bacitracin,21603070,1291,Bacitracin,915175,S,"ATC - RxNorm,Inferred class of,Maps to",3
D06AX05,bacitracin,21602065,1291,Bacitracin,915175,S,"ATC - RxNorm,Inferred class of,Maps to",3
M03BX01,baclofen,21604115,1292,Baclofen,715233,S,"ATC - RxNorm,Inferred class of,Maps to",3
A07EC04,balsalazide,21600666,18747,balsalazide,934262,S,"ATC - RxNorm,Inferred class of,Maps to",3
R03CC12,bambuterol,21603322,18751,bambuterol,19034275,S,"ATC - RxNorm,Inferred class of,Maps to",3
C04AA31,bamethan,21601565,1321,bamethan,19015342,S,"ATC - RxNorm,Inferred class of,Maps to",3
R03DA08,bamifylline,21603336,18752,bamifylline,19018518,S,"ATC - RxNorm,Inferred class of,Maps to",3
D04AA15,bamipine,21602014,18753,bamipine,19034280,S,"ATC - RxNorm,Inferred class of,Maps to",3
R06AX01,bamipine,21603504,18753,bamipine,19034280,S,"ATC - RxNorm,Inferred class of,Maps to",3
N03AA04,barbexaclone,21604395,46795,barbexaclone,19112534,S,"ATC - RxNorm,Inferred class of,Maps to",3
N05CA04,barbital,21604611,1325,Barbital,19015346,S,"ATC - RxNorm,Inferred class of,Maps to",3
C08CA12,barnidipine,21601758,39879,mepirodipine,19102106,S,"ATC - RxNorm,Maps to",2
L04AC02,basiliximab,21603916,196102,basiliximab,19038440,S,"ATC - RxNorm,Inferred class of,Maps to",3
G03XC02,bazedoxifene,21602626,1441386,bazedoxifene,44506794,S,"ATC - RxNorm,Maps to",2
A01AD08,becaplermin,21600044,115238,Becaplermin,912476,S,"ATC - RxNorm,Inferred class of,Maps to",3
D03AX06,becaplermin,21601994,115238,Becaplermin,912476,S,"ATC - RxNorm,Inferred class of,Maps to",3
N03AX30,beclamide,21604442,18846,Beclamide,19018520,S,"ATC - RxNorm,Inferred class of,Maps to",3
R01AD01,beclometasone,21605043,1347,Beclomethasone,1115572,S,"ATC - RxNorm,Inferred class of,Maps to",3
R03BA01,beclometasone,21603284,1347,Beclomethasone,1115572,S,"ATC - RxNorm,Inferred class of,Maps to",3
D07AC15,beclometasone,21602134,1347,Beclomethasone,1115572,S,"ATC - RxNorm,Maps to",2
A07EA07,beclometasone,21600659,1347,Beclomethasone,1115572,S,"ATC - RxNorm,Maps to",2
J04AK05,bedaquiline,43534795,1364504,bedaquiline,43012518,S,"ATC - RxNorm,Inferred class of,Maps to",3
L04AA28,belatacept,40253776,1112973,belatacept,40239665,S,"ATC - RxNorm,Inferred class of,Maps to",3
L04AA26,belimumab,40253774,1092437,belimumab,40236987,S,"ATC - RxNorm,Inferred class of,Maps to",3
A03BA04,belladonna total alkaloids,21600194,1359,Belladonna Alkaloids,1116109,S,Inferred class of,1
B01AB12,bemiparin,21600983,280611,bemiparin,19069137,S,"ATC - RxNorm,Inferred class of,Maps to",3
C09AA07,benazepril,21601791,18867,benazepril,1335471,S,"ATC - RxNorm,Inferred class of,Maps to",3
C04AX11,bencyclane,21601592,1367,Bencyclane,19016320,S,"ATC - RxNorm,Inferred class of,Maps to",3
L01AA09,bendamustine,21601397,134547,bendamustine,19015523,S,"ATC - RxNorm,Inferred class of,Maps to",3
C03AA01,bendroflumethiazide,21601464,1369,Bendroflumethiazide,1316354,S,"ATC - RxNorm,Inferred class of,Maps to",3
A10BX06,benfluorex,21600794,18880,benfluorex,19035533,S,"ATC - RxNorm,Inferred class of,Maps to",3
A11DA03,benfotiamine,21600827,18891,benphothiamine,19018541,S,"ATC - RxNorm,Maps to",2
N02BA10,benorilate,21604314,1372,benorilate,19016435,S,"ATC - RxNorm,Inferred class of,Maps to",3
N05AD07,benperidol,21604522,1373,Benperidol,19016440,S,"ATC - RxNorm,Inferred class of,Maps to",3
R05DB02,benproperine,21603411,236749,benproperine,19056541,S,"ATC - RxNorm,Inferred class of,Maps to",3
V04CK03,bentiromide,21605337,18896,bentiromide,19035595,S,"ATC - RxNorm,Inferred class of,Maps to",3
D09AA11,benzalkonium,21602274,1378,Benzalkonium,916460,S,"ATC - RxNorm,Inferred class of,Maps to",3
D08AJ01,benzalkonium,21602230,1378,Benzalkonium,916460,S,"ATC - RxNorm,Inferred class of,Maps to",3
R02AA16,benzalkonium,21603230,1378,Benzalkonium,916460,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01CE08,benzathine benzylpenicillin,21602848,7982,penicillin G benzathine,19130393,,ATC - RxNorm,1
J01CE08,benzathine benzylpenicillin,21602848,7980,Penicillin G,1728416,S,Inferred class of,1
J01CE10,benzathine phenoxymethylpenicillin,21602850,18926,penicillin V benzathine,19018542,,ATC - RxNorm,1
N04AC01,benzatropine,21604460,1424,Benztropine,719174,S,"ATC - RxNorm,Inferred class of,Maps to",3
M04AB03,benzbromarone,21604138,1385,Benzbromarone,19016754,S,"ATC - RxNorm,Inferred class of,Maps to",3
R02AA09,benzethonium,21603223,1390,Benzethonium,916802,S,"ATC - RxNorm,Inferred class of,Maps to",3
R02AA09,benzethonium,21603223,29829,methylbenzethonium,19009686,S,Inferred class of,1
D08AJ08,benzethonium chloride,21602236,1378,Benzalkonium,916460,S,Inferred class of,1
D08AJ08,benzethonium chloride,21602236,40036,Benzethonium Chloride,19102110,,ATC - RxNorm,1
D08AJ08,benzethonium chloride,21602236,29829,methylbenzethonium,19009686,S,Inferred class of,1
D08AJ08,benzethonium chloride,21602236,1390,Benzethonium,916802,S,Inferred class of,1
P01CA02,benznidazole,21604913,18994,benzonidazole,19018545,S,"ATC - RxNorm,Maps to",2
D04AB04,benzocaine,21602023,1399,Benzocaine,917006,S,"ATC - RxNorm,Inferred class of,Maps to",3
N01BA05,benzocaine,21604226,1399,Benzocaine,917006,S,"ATC - RxNorm,Inferred class of,Maps to",3
C05AD03,benzocaine,21601620,1399,Benzocaine,917006,S,"ATC - RxNorm,Inferred class of,Maps to",3
R02AD01,benzocaine,21603242,1399,Benzocaine,917006,S,"ATC - RxNorm,Inferred class of,Maps to",3
D09AA05,benzododecinium,21602268,1311593,dimethyldodecylbenzylammonium,42900317,S,"ATC - RxNorm,Maps to",2
R05DB01,benzonatate,21603410,18993,benzonatate,1136601,S,"ATC - RxNorm,Inferred class of,Maps to",3
D08AJ05,benzoxonium chloride,21602234,46949,benzoxonium chloride,19112536,,ATC - RxNorm,1
A01AB14,benzoxonium chloride,21600024,46949,benzoxonium chloride,19112536,,ATC - RxNorm,1
D10AE01,benzoyl peroxide,21602302,1418,Benzoyl Peroxide,918172,S,"ATC - RxNorm,Inferred class of,Maps to",3
D10AE51,"benzoyl peroxide, combinations",21602303,1418,Benzoyl Peroxide,918172,S,Inferred class of,1
M02AA05,benzydamine,21604041,1425,Benzydamine,19019620,S,"ATC - RxNorm,Inferred class of,Maps to",3
G02CC03,benzydamine,21602467,1425,Benzydamine,19019620,S,"ATC - RxNorm,Inferred class of,Maps to",3
A01AD02,benzydamine,21600040,1425,Benzydamine,19019620,S,"ATC - RxNorm,Inferred class of,Maps to",3
M01AX07,benzydamine,21604003,1425,Benzydamine,19019620,S,"ATC - RxNorm,Inferred class of,Maps to",3
P03AX01,benzyl benzoate,21604990,19044,benzyl benzoate,19036946,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01CE01,benzylpenicillin,21602841,7980,Penicillin G,1728416,S,"ATC - RxNorm,Inferred class of,Maps to",3
S01AA14,benzylpenicillin,21603565,7980,Penicillin G,1728416,S,"ATC - RxNorm,Maps to",2
H03BA03,benzylthiouracil,21602763,19084,benzylthiouracil,19018604,S,"ATC - RxNorm,Inferred class of,Maps to",3
C08EA02,bepridil,21601775,1436,Bepridil,1319751,S,"ATC - RxNorm,Inferred class of,Maps to",3
D05BA03,bergapten,21602048,15842,5-methoxypsoralen,19018285,S,"ATC - RxNorm,Maps to",2
S01AE08,besifloxacin,43534863,819911,besifloxacin,40161662,S,"ATC - RxNorm,Inferred class of,Maps to",3
D02BB01,betacarotene,21601984,19143,Beta Carotene,19037223,S,"ATC - RxNorm,Maps to",2
A11CA02,betacarotene,21600813,19143,Beta Carotene,19037223,S,"ATC - RxNorm,Inferred class of,Maps to",3
N07CA01,betahistine,21604833,1511,BETAHISTINE,19020124,S,"ATC - RxNorm,Inferred class of,Maps to",3
A16AA06,betaine,21600940,1512,Betaine,1520218,S,"ATC - RxNorm,Inferred class of,Maps to",3
A09AB02,betaine hydrochloride,21600706,1512,Betaine,1520218,S,Inferred class of,1
A09AB02,betaine hydrochloride,21600706,81965,Betaine Hydrochloride,19132904,,ATC - RxNorm,1
H02AB01,betamethasone,21602729,1514,Betamethasone,920458,S,"ATC - RxNorm,Inferred class of,Maps to",3
A07EA04,betamethasone,21600656,1514,Betamethasone,920458,S,"ATC - RxNorm,Inferred class of,Maps to",3
R01AD06,betamethasone,21605048,1514,Betamethasone,920458,S,"ATC - RxNorm,Inferred class of,Maps to",3
D07XC01,betamethasone,21602190,1514,Betamethasone,920458,S,"ATC - RxNorm,Inferred class of,Maps to",3
R03BA04,betamethasone,21603287,1514,Betamethasone,920458,S,"ATC - RxNorm,Inferred class of,Maps to",3
S03BA03,betamethasone,21605203,1514,Betamethasone,920458,S,"ATC - RxNorm,Inferred class of,Maps to",3
S01CB04,betamethasone,21603667,1514,Betamethasone,920458,S,"ATC - RxNorm,Inferred class of,Maps to",3
C05AA05,betamethasone,21601610,1514,Betamethasone,920458,S,"ATC - RxNorm,Inferred class of,Maps to",3
D07AC01,betamethasone,21602120,1514,Betamethasone,920458,S,"ATC - RxNorm,Inferred class of,Maps to",3
S01BA06,betamethasone,21603623,1514,Betamethasone,920458,S,"ATC - RxNorm,Inferred class of,Maps to",3
S02BA07,betamethasone,21605169,1514,Betamethasone,920458,S,"ATC - RxNorm,Inferred class of,Maps to",3
C02CC01,betanidine,21600417,1523,Bethanidine,19022533,S,"ATC - RxNorm,Maps to",2
S01ED02,betaxolol,21603700,1520,Betaxolol,1322081,S,"ATC - RxNorm,Inferred class of,Maps to",3
C07AB05,betaxolol,21601687,1520,Betaxolol,1322081,S,"ATC - RxNorm,Inferred class of,Maps to",3
N07AB02,bethanechol,21604811,19257,Bethanechol,937439,S,"ATC - RxNorm,Inferred class of,Maps to",3
L01XC07,bevacizumab,21603761,253337,bevacizumab,1397141,S,"ATC - RxNorm,Inferred class of,Maps to",3
L01XX25,bexarotene,21603801,233272,bexarotene,1389888,S,"ATC - RxNorm,Inferred class of,Maps to",3
C10AB02,bezafibrate,21601866,1525,Bezafibrate,19022956,S,"ATC - RxNorm,Inferred class of,Maps to",3
L02BB03,bicalutamide,21603837,83008,bicalutamide,1344381,S,"ATC - RxNorm,Inferred class of,Maps to",3
N06AX08,bifemelane,21604737,47111,bifemelane,19058055,S,"ATC - RxNorm,Inferred class of,Maps to",3
D01AC10,bifonazole,21601929,19295,bifonazole,19037560,S,"ATC - RxNorm,Inferred class of,Maps to",3
S01EE03,bimatoprost,21603712,283810,bimatoprost,904525,S,"ATC - RxNorm,Inferred class of,Maps to",3
P03AC02,bioallethrin,21604982,19338,bioallethrin,19037621,S,"ATC - RxNorm,Maps to",2
A11HA05,biotin,21600846,1588,Biotin,19024770,S,"ATC - RxNorm,Inferred class of,Maps to",3
N04AA02,biperiden,21604447,1589,Biperiden,724908,S,"ATC - RxNorm,Inferred class of,Maps to",3
A06AB02,bisacodyl,21600539,1596,Bisacodyl,924939,S,"ATC - RxNorm,Inferred class of,Maps to",3
A06AG02,bisacodyl,21600585,1596,Bisacodyl,924939,S,"ATC - RxNorm,Inferred class of,Maps to",3
A02BX05,bismuth subcitrate,21600114,47181,bismuth subcitrate,958134,S,"ATC - RxNorm,Inferred class of,Maps to",3
A02BX12,bismuth subnitrate,21600121,19477,bismuth subnitrate,19037794,S,"ATC - RxNorm,Inferred class of,Maps to",3
C07AB07,bisoprolol,21601689,19484,Bisoprolol,1338005,S,"ATC - RxNorm,Inferred class of,Maps to",3
R03AC17,bitolterol,21603271,19499,bitolterol,1138050,S,"ATC - RxNorm,Inferred class of,Maps to",3
B01AE06,bivalirudin,21601025,60819,bivalirudin,19084670,S,"ATC - RxNorm,Inferred class of,Maps to",3
L01DC01,bleomycin,21603742,1622,Bleomycin,1329241,S,"ATC - RxNorm,Inferred class of,Maps to",3
J05AE12,boceprevir,43534796,1102129,boceprevir,40238770,S,"ATC - RxNorm,Inferred class of,Maps to",3
C07AA17,bopindolol,21601677,19605,bopindolol,19018640,S,"ATC - RxNorm,Inferred class of,Maps to",3
S02AA03,boric acid,21605149,1700,boric acid,929698,S,"ATC - RxNorm,Inferred class of,Maps to",3
N04AA11,bornaprine,21604454,19610,bornaprine,19018661,S,"ATC - RxNorm,Inferred class of,Maps to",3
L01XX32,bortezomib,21603804,358258,bortezomib,1336825,S,"ATC - RxNorm,Inferred class of,Maps to",3
C02KX01,bosentan,21600448,75207,bosentan,1321636,S,"ATC - RxNorm,Inferred class of,Maps to",3
L01XE14,bosutinib,40253396,1307619,bosutinib,42900401,S,"ATC - RxNorm,Inferred class of,Maps to",3
M03AX01,botulinum toxin,21604090,860168,abobotulinumtoxinA,40165377,S,Inferred class of,1
M03AX01,botulinum toxin,21604090,860189,onabotulinumtoxinA,40165651,S,Inferred class of,1
M03AX01,botulinum toxin,21604090,860178,rimabotulinumtoxinB,40166020,S,Inferred class of,1
M03AX01,botulinum toxin,21604090,1000104,incobotulinumtoxin A,40224763,S,Inferred class of,1
L01XC12,brentuximab vedotin,40253137,1147320,brentuximab vedotin,40241969,S,"ATC - RxNorm,Inferred class of,Maps to",3
C01BD02,bretylium tosilate,21600271,19685,bretylium,19038998,S,Inferred class of,1
C01BD02,bretylium tosilate,21600271,1737,Bretylium Tosylate,19018410,,ATC - RxNorm,1
D11AX21,brimonidine,43534782,134615,brimonidine,915542,S,"ATC - RxNorm,Maps to",2
S01EA05,brimonidine,21603677,134615,brimonidine,915542,S,"ATC - RxNorm,Inferred class of,Maps to",3
S01EC04,brinzolamide,21603696,194881,brinzolamide,938044,S,"ATC - RxNorm,Inferred class of,Maps to",3
J05AB15,brivudine,21603141,59161,brivudine,19122130,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01EA02,brodimoprim,21602932,19727,brodimoprim,19018742,S,"ATC - RxNorm,Inferred class of,Maps to",3
N05BA08,bromazepam,21604573,1749,Bromazepam,19030353,S,"ATC - RxNorm,Maps to",2
R06AA01,bromazine,21603447,19759,bromodiphenhydramine,1139216,S,"ATC - RxNorm,Maps to",2
M09AB03,bromelains,45893456,1752,Bromelains,19030387,S,"ATC - RxNorm,Maps to",2
D03BA03,bromelains,44819156,1752,Bromelains,19030387,S,"ATC - RxNorm,Maps to",2
S01BC11,bromfenac,21603649,19737,bromfenac,1139179,S,"ATC - RxNorm,Inferred class of,Maps to",3
R05CB02,bromhexine,21603381,1753,Bromhexine,19030493,S,"ATC - RxNorm,Inferred class of,Maps to",3
N04BC01,bromocriptine,21604473,1760,Bromocriptine,730548,S,"ATC - RxNorm,Inferred class of,Maps to",3
G02CB01,bromocriptine,21602458,1760,Bromocriptine,730548,S,"ATC - RxNorm,Inferred class of,Maps to",3
A03FA04,bromopride,21600487,19768,bromopride,19018980,S,"ATC - RxNorm,Inferred class of,Maps to",3
N05AD06,bromperidol,21604521,19777,bromperidol,19039227,S,"ATC - RxNorm,Inferred class of,Maps to",3
R06AB01,brompheniramine,21603459,1767,Brompheniramine,1130863,S,"ATC - RxNorm,Inferred class of,Maps to",3
N05CD09,brotizolam,21604644,19790,brotizolam,19039262,S,"ATC - RxNorm,Inferred class of,Maps to",3
R06AE01,buclizine,21603492,59636,buclizine,19081195,S,"ATC - RxNorm,Inferred class of,Maps to",3
A07EA06,budesonide,21600658,19831,Budesonide,939259,S,"ATC - RxNorm,Inferred class of,Maps to",3
D07AC09,budesonide,21602128,19831,Budesonide,939259,S,"ATC - RxNorm,Inferred class of,Maps to",3
R01AD05,budesonide,21605047,19831,Budesonide,939259,S,"ATC - RxNorm,Inferred class of,Maps to",3
R03BA02,budesonide,21603285,19831,Budesonide,939259,S,"ATC - RxNorm,Inferred class of,Maps to",3
N04BX03,budipine,21604488,19832,budipine,19019932,S,"ATC - RxNorm,Inferred class of,Maps to",3
M01AB17,bufexamac,21603957,1796,Bufexamac,19032724,S,"ATC - RxNorm,Inferred class of,Maps to",3
M02AA09,bufexamac,21604045,1796,Bufexamac,19032724,S,"ATC - RxNorm,Inferred class of,Maps to",3
C04AX20,buflomedil,21601595,19836,buflomedil,19039639,S,"ATC - RxNorm,Inferred class of,Maps to",3
M01AB07,bumadizone,21603947,19847,bumadizone,19039703,S,"ATC - RxNorm,Inferred class of,Maps to",3
C03CA02,bumetanide,21601519,1808,Bumetanide,932745,S,"ATC - RxNorm,Inferred class of,Maps to",3
G02CA02,buphenine,21602455,7595,Nylidrin,19022494,S,"ATC - RxNorm,Maps to",2
C04AA02,buphenine,21601564,7595,Nylidrin,19022494,S,"ATC - RxNorm,Inferred class of,Maps to",3
N01BB01,bupivacaine,21604229,1815,Bupivacaine,732893,S,"ATC - RxNorm,Inferred class of,Maps to",3
N01BB01,bupivacaine,21604229,1191504,Bupivacaine liposome,40244151,S,Inferred class of,1
C07AA19,bupranolol,21601678,1817,Bupranolol,19018489,S,"ATC - RxNorm,Inferred class of,Maps to",3
N07BC01,buprenorphine,21604826,1819,Buprenorphine,1133201,S,"ATC - RxNorm,Inferred class of,Maps to",3
N02AE01,buprenorphine,21604287,1819,Buprenorphine,1133201,S,"ATC - RxNorm,Inferred class of,Maps to",3
