vnr,Danish name,Active Substance,frequency,drugid,atccode,rxnorm_id,ingredient_concept_id,ingredient_concept_name
83555,Arax Forte,PARACETAMOL,30,28104372108,N02BE01,161,1125315,Acetaminophen
154831,Arcosal,Tolbutamid,95,28100185956,A10BB03,10635,1502855,Tolbutamide
16306,Aremis,,32,28103533303,,,,
11604,Aricept,,79,28103363202,,,,
11626,Aricept,,74,28103363302,,,,
11637,Aricept,,140,28103363302,,,,
21324,Aricept,,28,28103698704,,,,
404160,Aricept,,33,28103332401,,,,
454686,Aricept,DONEPEZIL,208,28101879897,N06DA02,135447,715997,donepezil
454454,Aricept,DONEPEZIL,74,28101879797,N06DA02,135447,715997,donepezil
20323,Aricept,,46,28103652304,,,,
454439,Aricept,DONEPEZIL,36,28101879797,N06DA02,135447,715997,donepezil
21302,Aricept,,98,28103698604,,,,
21335,Aricept,,84,28103698704,,,,
18120,Arintapin,,32,28103315801,,,,
11100,Arintapin,,43,28103315801,,,,
110976,Arintapin,,152,28103315801,,,,
83742,Arintapin Smelt,,51,28103877105,,,,
83751,Arintapin Smelt,MIRTAZAPIN,64,28103877205,N06AX11,15996,725131,Mirtazapine
83760,Arintapin Smelt,MIRTAZAPIN,39,28103877205,N06AX11,15996,725131,Mirtazapine
550665,Artelac,Hypromellose,29,28101959797,S01XA20,8570,948856,Polyvinyl Alcohol
550665,Artelac,Hypromellose,29,28101959797,S01XA20,8560,948760,Polysorbate 80
550665,Artelac,Hypromellose,29,28101959797,S01XA20,38998,943191,tyloxapol
550665,Artelac,Hypromellose,29,28101959797,S01XA20,34693,929128,Propylene glycol
550665,Artelac,Hypromellose,29,28101959797,S01XA20,6873,905371,Methylcellulose
550665,Artelac,Hypromellose,29,28101959797,S01XA20,27334,902251,hypromellose
550665,Artelac,Hypromellose,29,28101959797,S01XA20,8610,950056,Povidone
550665,Artelac,Hypromellose,29,28101959797,S01XA20,2062,949279,Carboxymethylcellulose
550665,Artelac,Hypromellose,29,28101959797,S01XA20,577312,978577,"Mineral Oil, Light"
550665,Artelac,Hypromellose,29,28101959797,S01XA20,27291,19002257,hydroxypropylcellulose
550665,Artelac,Hypromellose,29,28101959797,S01XA20,9863,967823,Sodium Chloride
550665,Artelac,Hypromellose,29,28101959797,S01XA20,4910,961145,Glycerin
154708,Arthrotec,"DICLOFENACNATRIUM, MISOPROSTOL",296,28101527892,M01AB55,,,
154591,Arthrotec,"DICLOFENACNATRIUM, MISOPROSTOL",467,28101527892,M01AB55,,,
431759,Arthrotec Forte,"DICLOFENACNATRIUM, MISOPROSTOL",226,28101845596,M01AB55,,,
431783,Arthrotec Forte,"DICLOFENACNATRIUM, MISOPROSTOL",245,28101845596,M01AB55,,,
10446,Asacol,MESALAZIN,83,28103346402,A07EC02,52582,968426,mesalamine
10584,Asacol,MESALAZIN,65,28103346402,A07EC02,52582,968426,mesalamine
93505,Asacol,MESALAZIN,279,28103346402,A07EC02,52582,968426,mesalamine
93496,Asacol,MESALAZIN,69,28103346402,A07EC02,52582,968426,mesalamine
155150,Asacol,MESALAZIN,144,28101301487,A07EC02,52582,968426,mesalamine
2071,Asacol,MESALAZIN,101,28101301487,A07EC02,52582,968426,mesalamine
164871,Asacol,MESALAZIN,57,28101599894,A07EC02,52582,968426,mesalamine
41169,Asasantin Retard,,61,28104476709,,,,
34498,Asasantin Retard,"ACETYLSALICYLSYRE, Dipyridamol",182,28103850705,B01AC30,,,
494674,Asasantin Retard,"ACETYLSALICYLSYRE, Dipyridamol",704,28101849196,B01AC30,,,
96324,Asasantin Retard,,26,28104146707,,,,
18078,Asasantine Retard,"ACETYLSALICYLSYRE, Dipyridamol",64,28103602303,B01AC30,,,
125,Atacand,CANDESARTANCILEXETIL,75,28101897297,C09CA06,214354,1351557,candesartan
612,Atacand,CANDESARTANCILEXETIL,223,28101897297,C09CA06,214354,1351557,candesartan
11662,Atacand,,87,28103382302,,,,
8463,Atacand,,27,28103295601,,,,
452243,Atacand,CANDESARTANCILEXETIL,92,28101897497,C09CA06,214354,1351557,candesartan
452227,Atacand,CANDESARTANCILEXETIL,569,28101897397,C09CA06,214354,1351557,candesartan
452219,Atacand,CANDESARTANCILEXETIL,224,28101897397,C09CA06,214354,1351557,candesartan
452201,Atacand,CANDESARTANCILEXETIL,278,28101897497,C09CA06,214354,1351557,candesartan
11618,Atacand,,41,28103382202,,,,
11556,Atacand,,29,28103382402,,,,
8865,Atacand,,106,28103329901,,,,
12515,Atacand Plus,,36,28103449302,,,,
534,"Atacand Zid 16 mg/12,5 mg","CANDESARTANCILEXETIL, HYDROCHLORTHIAZID",134,28103169100,C09DA06,,,
421,"Atacand Zid 16 mg/12,5 mg","CANDESARTANCILEXETIL, HYDROCHLORTHIAZID",51,28103169100,C09DA06,,,
33309,"Atacand Zid 8 mg/12,5 mg","CANDESARTANCILEXETIL, HYDROCHLORTHIAZID",25,28103028498,C09DA06,,,
3279,"Atacand Zid 8 mg/12,5 mg","CANDESARTANCILEXETIL, HYDROCHLORTHIAZID",120,28103028498,C09DA06,,,
3214,"Atacand Zid 8 mg/12,5 mg","CANDESARTANCILEXETIL, HYDROCHLORTHIAZID",204,28103028498,C09DA06,,,
541128,Atamir,,93,28100985178,,,,
15883,Atamir,,25,28100917477,,,,
73551,Atarax,,30,28100174756,,,,
94896,Atenet,,96,28101443091,,,,
57224,Atenodan,ATENOLOL,49,28101495592,C07AB03,1202,1314002,Atenolol
57273,Atenodan,ATENOLOL,37,28101495692,C07AB03,1202,1314002,Atenolol
57141,Atenodan,ATENOLOL,68,28101495492,C07AB03,1202,1314002,Atenolol
449603,"Atenolol ""Mylan""",,42,28101266486,,,,
59824,"Atenolol ""Mylan""",,128,28101362989,,,,
449587,"Atenolol ""Mylan""",,67,28101266386,,,,
449595,"Atenolol ""Mylan""",,262,28101266386,,,,
449611,"Atenolol ""Mylan""",,197,28101266486,,,,
137396,"Atenolol ""Orifarm""",ATENOLOL,94,28101328588,C07AB03,1202,1314002,Atenolol
137407,"Atenolol ""Orifarm""",ATENOLOL,27,28101328688,C07AB03,1202,1314002,Atenolol
137385,"Atenolol ""Orifarm""",ATENOLOL,54,28101328488,C07AB03,1202,1314002,Atenolol
11067,"Atenolol ""Sandoz""",ATENOLOL,51,28103318801,C07AB03,1202,1314002,Atenolol
9637,"Atenolol ""Sandoz""",ATENOLOL,58,28103068999,C07AB03,1202,1314002,Atenolol
120899,Atenor,,42,28101308187,,,,
120931,Atenor,,370,28101308087,,,,
120907,Atenor,,142,28101308187,,,,
120691,Atenor,,329,28101358589,,,,
120923,Atenor,,122,28101308087,,,,
120683,Atenor,,38,28101358589,,,,
121813,"Atorvastatin ""Actavis""",ATORVASTATINCALCIUM (trihydrat),32,28104948611,C10AA05,83367,1545958,atorvastatin
454196,"Atorvastatin ""Actavis""",ATORVASTATINCALCIUM (trihydrat),26,28104235507,C10AA05,83367,1545958,atorvastatin
193329,"Atorvastatin ""Actavis""",ATORVASTATINCALCIUM (trihydrat),71,28104235607,C10AA05,83367,1545958,atorvastatin
73022,"Atorvastatin ""Actavis""",ATORVASTATINCALCIUM (trihydrat),270,28104235707,C10AA05,83367,1545958,atorvastatin
591110,"Atorvastatin ""Hexal""",Atorvastatin hemi-calcium sesqui-hydrat,37,28104618809,C10AA05,83367,1545958,atorvastatin
28249,"Atorvastatin ""Hexal""",Atorvastatin hemi-calcium sesqui-hydrat,77,28104619009,C10AA05,83367,1545958,atorvastatin
165975,"Atorvastatin ""Krka""",ATORVASTATINCALCIUM (trihydrat),109,28104109507,C10AA05,83367,1545958,atorvastatin
468739,"Atorvastatin ""Krka""",ATORVASTATINCALCIUM (trihydrat),86,28104684010,C10AA05,83367,1545958,atorvastatin
440183,"Atorvastatin ""Pfizer""",ATORVASTATINCALCIUM (trihydrat),56,28104742410,C10AA05,83367,1545958,atorvastatin
478104,"Atorvastatin ""Pfizer""",ATORVASTATINCALCIUM (trihydrat),63,28104742310,C10AA05,83367,1545958,atorvastatin
163120,"Atorvastatin ""Sandoz""",ATORVASTATINCALCIUM (trihydrat),50,28104480009,C10AA05,83367,1545958,atorvastatin
410146,"Atorvastatin ""Tabs n Caps""",,31,28104812610,,,,
413585,"Atorvastatin ""Tabs n Caps""",,26,28104832811,,,,
54546,"Atorvastatin ""Teva""",ATORVASTATINCALCIUM (trihydrat),36,28104521009,C10AA05,83367,1545958,atorvastatin
455742,"Atorvastatin ""Teva""",ATORVASTATINCALCIUM (trihydrat),201,28104521309,C10AA05,83367,1545958,atorvastatin
53787,"Atorvastatin ""Teva""",ATORVASTATINCALCIUM (trihydrat),216,28104521209,C10AA05,83367,1545958,atorvastatin
577068,"Atorvastatin ""Teva""",ATORVASTATINCALCIUM (trihydrat),85,28104521109,C10AA05,83367,1545958,atorvastatin
539692,"Atropin ""PS""",,33,28100705076,,,,
539734,"Atropin ""PS""",,29,28100820378,,,,
109165,"Atropin ""PS""",,30,28100705076,,,,
3916,Atrovent,IPRATROPIUMBROMIDMONOHYDRAT,69,28103139399,R01AX03,203212,19026848,Ipratropium Bromide
76281,Atrovent,IPRATROPIUMBROMIDMONOHYDRAT,50,28101663294,R01AX03,7213,1112921,Ipratropium
530337,Atrovent,,85,28101454491,,,,
129817,Atrovent,IPRATROPIUMBROMIDMONOHYDRAT,26,28101230985,R03BB01,7213,1112921,Ipratropium
129817,Atrovent,IPRATROPIUMBROMIDMONOHYDRAT,26,28101230985,R03BB01,203212,19026848,Ipratropium Bromide
549956,Atrovent,,38,28101510492,,,,
152926,Atrovent,,52,28100661775,,,,
140186,Atrovent,,84,28101228185,,,,
76281,Atrovent,IPRATROPIUMBROMIDMONOHYDRAT,50,28101663294,R01AX03,203212,19026848,Ipratropium Bromide
54049,Atrovent,,33,28100980578,,,,
11493,Atrovent,,49,28103373602,,,,
5390,Atrovent,IPRATROPIUMBROMIDMONOHYDRAT,145,28103238101,R03BB01,203212,19026848,Ipratropium Bromide
23036,Atrovent,,48,28101228185,,,,
5390,Atrovent,IPRATROPIUMBROMIDMONOHYDRAT,145,28103238101,R03BB01,7213,1112921,Ipratropium
526137,Atrovent,,34,28103001898,,,,
3916,Atrovent,IPRATROPIUMBROMIDMONOHYDRAT,69,28103139399,R01AX03,7213,1112921,Ipratropium
64734,Avamys,Fluticasonfuroat,47,28103990906,R01AD12,41126,1149380,fluticasone
72901,Avamys,Fluticasonfuroat,66,28103990906,R01AD12,41126,1149380,fluticasone
97870,Avamys,Fluticasonfuroat,116,28103990906,R01AD12,41126,1149380,fluticasone
88261,Avamys,Fluticasonfuroat,519,28103990906,R01AD12,705022,19126348,fluticasone furoate
88261,Avamys,Fluticasonfuroat,519,28103990906,R01AD12,41126,1149380,fluticasone
64734,Avamys,Fluticasonfuroat,47,28103990906,R01AD12,705022,19126348,fluticasone furoate
97870,Avamys,Fluticasonfuroat,116,28103990906,R01AD12,705022,19126348,fluticasone furoate
72901,Avamys,Fluticasonfuroat,66,28103990906,R01AD12,705022,19126348,fluticasone furoate
19492,Avandamet,"METFORMINHYDROCHLORID, ROSIGLITAZONMALE",107,28103622903,A10BD03,,,
567149,Avandia,ROSIGLITAZONMALEAT,26,28103057598,A10BG02,84108,1547504,rosiglitazone
26331,Avidart,DUTASTERID,61,28103750304,G04CB02,228790,989482,Dutasteride
1326,Avirox,,80,28103138700,,,,
12243,Avodart,DUTASTERID,125,28103426702,G04CB02,228790,989482,Dutasteride
20565,Avodart,DUTASTERID,53,28103636603,G04CB02,228790,989482,Dutasteride
12209,Avodart,DUTASTERID,183,28103426702,G04CB02,228790,989482,Dutasteride
18840,"Azathioprin ""Actavis""",AZATHIOPRIN,132,28103559803,L04AX01,1256,19014878,Azathioprine
113330,"Azathioprin ""Arrow""",,42,28103591603,,,,
402101,"Azathioprin ""Ebewe""",AZATHIOPRIN,31,28103591903,L04AX01,1256,19014878,Azathioprine
18332,"Azathioprin ""Orifarm""",AZATHIOPRIN,77,28103554703,L04AX01,1256,19014878,Azathioprine
7649,"Azathioprin ""Ratiopharm""",AZATHIOPRIN,70,28103055098,L04AX01,1256,19014878,Azathioprine
7566,"Azathioprin ""Ratiopharm""",AZATHIOPRIN,88,28103054998,L04AX01,1256,19014878,Azathioprine
17361,"Azithromycin ""1A Farma""",,95,28103570603,,,,
17262,"Azithromycin ""1A Farma""",,193,28103570603,,,,
20166,"Azithromycin ""Hexal""",,37,28103569703,,,,
20152,"Azithromycin ""Hexal""",,65,28103569703,,,,
135979,"Azithromycin ""Jubilant""",AZITHROMYCINDIHYDRAT,72,28104939911,J01FA10,18631,1734104,Azithromycin
23368,"Azithromycin ""Mylan""",Azithromycinmonohydrat,27,28104513109,J01FA10,18631,1734104,Azithromycin
68902,"Azithromycin ""Orifarm""",AZITHROMYCINDIHYDRAT,47,28104252507,J01FA10,18631,1734104,Azithromycin
68913,"Azithromycin ""Orifarm""",AZITHROMYCINDIHYDRAT,102,28104252507,J01FA10,18631,1734104,Azithromycin
23767,"Azithromycin ""Sandoz""",Azithromycinmonohydrat,310,28103792405,J01FA10,18631,1734104,Azithromycin
23756,"Azithromycin ""Sandoz""",Azithromycinmonohydrat,97,28103792405,J01FA10,18631,1734104,Azithromycin
61205,"Azithromycin ""Teva""",Azithromycinmonohydrat-hemiethanolat,169,28103807105,J01FA10,18631,1734104,Azithromycin
33615,"Azithromycin ""ratiopharm""",,31,28103800405,,,,
33624,"Azithromycin ""ratiopharm""",,63,28103800405,,,,
82307,Azithromycin 2care4,,36,28104609509,,,,
566182,Azopt,Brinzolamid,154,28103026698,S01EC04,194881,938044,brinzolamide
125331,"Baklofen ""2care4""",BACLOFEN,62,28104263708,M03BX01,1292,715233,Baclofen
125342,"Baklofen ""2care4""",BACLOFEN,34,28104263708,M03BX01,1292,715233,Baclofen
28387,"Baklofen ""Mylan""",BACLOFEN,34,28101278786,M03BX01,1292,715233,Baclofen
23168,"Baklofen ""Mylan""",BACLOFEN,425,28101278686,M03BX01,1292,715233,Baclofen
411033,"Baklofen ""Mylan""",BACLOFEN,217,28101278686,M03BX01,1292,715233,Baclofen
417097,Balancid Novum,"Calciumcarbonat, MAGNESIUMHYDROXID",69,28100690776,A02AD01,,,
72306,Bambec,BAMBUTEROLHYDROCHLORID,54,28101375789,R03CC12,18751,19034275,bambuterol
383000,Bambec,BAMBUTEROLHYDROCHLORID,69,28101375789,R03CC12,18751,19034275,bambuterol
383018,Bambec,,25,28101375889,,,,
52993,Bambec,BAMBUTEROLHYDROCHLORID,29,28101375789,R03CC12,18751,19034275,bambuterol
53256,Bambec,,30,28101375889,,,,
416206,Barcan,,27,28101718294,,,,
416123,Barcan,,94,28101718294,,,,
81224,Basotar,,39,28101101882,,,,
411744,Baycaron,,39,28100533467,,,,
128686,Baypress,NITRENDIPIN,232,28101207085,C08CA08,7441,19020061,Nitrendipine
80747,Becloforte,,119,28101131783,,,,
64774,Becloforte,,49,28101413890,,,,
77230,Beconase,BECLOMETASONDIPROPIONATMONOHYDRAT,178,28101137583,R01AD01,1347,1115572,Beclomethasone
106128,Beconase,BECLOMETASONDIPROPIONATMONOHYDRAT,56,28104160707,R01AD01,1347,1115572,Beclomethasone
6293,Beconase,,27,28101731294,,,,
462127,Beconase,BECLOMETASONDIPROPIONATMONOHYDRAT,393,28101137583,R01AD01,1347,1115572,Beclomethasone
549899,Beconase Aqua,,93,28101510792,,,,
144246,Becotide,,31,28100618072,,,,
458455,Becotide,,73,28101341788,,,,
502526,Becotide Nasal,,29,28100657074,,,,
7008,Benaday,CETIRIZINDIHYDROCHLORID,174,28103071299,R06AE07,20610,1149196,Cetirizine
6837,Benaday,CETIRIZINDIHYDROCHLORID,32,28103071299,R06AE07,20610,1149196,Cetirizine
411181,Benadryl,ACRIVASTIN,62,28101905997,R06AX18,19959,1140123,acrivastine
411280,Benadryl,ACRIVASTIN,30,28101905997,R06AX18,19959,1140123,acrivastine
412205,Benadryl,ACRIVASTIN,58,28101905997,R06AX18,19959,1140123,acrivastine
412239,Benadryl,ACRIVASTIN,472,28101905997,R06AX18,19959,1140123,acrivastine
567545,Benaliv,Levocabastinhydrochlorid,173,28101346388,R01AC02,28627,907553,levocabastine
14290,Benaliv,Levocabastinhydrochlorid,1167,28101346488,S01GX02,28627,907553,levocabastine
173419,Benaliv,Levocabastinhydrochlorid,133,28101346388,R01AC02,28627,907553,levocabastine
488038,Benaliv,Levocabastinhydrochlorid,108,28101346488,S01GX02,28627,907553,levocabastine
323,Berodual,,154,28101329188,,,,
121699,Berodual,,81,28101729194,,,,
488007,Berodual,,424,28101446191,,,,
487934,Berodual,,2260,28101446191,,,,
91009,Berodual,,74,28101458791,,,,
423723,Berodual,,83,28101810396,,,,
3755,Berodual,"FENOTEROLHYDROBROMID, IPRATROPIUMBROMID",625,28103223300,R03AL01,,,
469148,Berodual,,121,28101865196,,,,
567008,Berodual,"FENOTEROLHYDROBROMID, IPRATROPIUMBROMID",448,28101497592,R03AL01,,,
558874,Berotec 100,,145,28101450191,,,,
408666,Berotec 200,,48,28100645174,,,,
176560,Berotec 200,,82,28101426691,,,,
558882,Berotec 200,,43,28100645174,,,,
161430,Betagan,,33,28101219285,,,,
102889,Betagan,,63,28101219285,,,,
549857,Betagan,,88,28101510892,,,,
491464,Betaserc,BETAHISTINDIHYDROCHLORID,73,28100609972,N07CA01,1511,19020124,BETAHISTINE
549840,Betaserc,,45,28101510992,,,,
100910,Betaserc,BETAHISTINDIHYDROCHLORID,60,28100609972,N07CA01,1511,19020124,BETAHISTINE
176319,Betmiga,Mirabegron,27,28104983411,G04BD12,1300786,42873636,mirabegron
8235,Betnovat,BETAMETHASONVALERAT,121,28100965364,D07AC01,1514,920458,Betamethasone
8060,Betnovat,BETAMETHASONVALERAT,103,28100457064,D07AC01,1514,920458,Betamethasone
8086,Betnovat,BETAMETHASONVALERAT,692,28100457064,D07AC01,1514,920458,Betamethasone
8094,Betnovat,BETAMETHASONVALERAT,33,28100457064,D07AC01,1514,920458,Betamethasone
8102,Betnovat,BETAMETHASONVALERAT,239,28100457064,D07AC01,1514,920458,Betamethasone
8243,Betnovat,BETAMETHASONVALERAT,34,28100515267,D07AC01,1514,920458,Betamethasone
8326,Betnovat,BETAMETHASONVALERAT,184,28100515267,D07AC01,1514,920458,Betamethasone
8367,Betnovat,BETAMETHASONVALERAT,30,28100965264,D07AC01,1514,920458,Betamethasone
8383,Betnovat,BETAMETHASONVALERAT,130,28100965264,D07AC01,1514,920458,Betamethasone
463893,Betoid,,40,28101329688,,,,
446997,Betoid,,35,28101329688,,,,
195149,Betolvex,,893,28100340560,,,,
195156,Betolvex,,61,28100340560,,,,
62737,Betolvex,CYANOCOBALAMIN,1785,28101107682,B03BA01,11248,1308738,Vitamin B 12
85290,Betolvex,CYANOCOBALAMIN,140,28101107682,B03BA01,11248,1308738,Vitamin B 12
98582,Betoptic,BETAXOLOLHYDROCHLORID,47,28101211385,S01ED02,1520,1322081,Betaxolol
61275,Betoptic S,,70,28101754695,,,,
477828,Bettamousse,BETAMETHASONVALERAT,55,28103008498,D07AC01,1514,920458,Betamethasone
474783,Bioclavid,"AMOXICILLINTRIHYDRAT, KALIUMCLAVULANAT",517,28101892597,J01CR02,,,
135871,Bisocor,,88,28101833296,,,,
136986,Bisocor,,125,28101833396,,,,
135913,Bisocor,,271,28101833296,,,,
63500,"Bisoprolol ""Actavis""",BISOPROLOLFUMARAT,162,28103194500,C07AB07,19484,1338005,Bisoprolol
63523,"Bisoprolol ""Actavis""",BISOPROLOLFUMARAT,29,28103194600,C07AB07,19484,1338005,Bisoprolol
467560,"Bisoprolol ""Orion""",BISOPROLOLFUMARAT,27,28104655010,C07AB07,19484,1338005,Bisoprolol
95262,"Bisoprolol ""Sandoz""",BISOPROLOLFUMARAT,58,28104318408,C07AB07,19484,1338005,Bisoprolol
17488,"Bisoprolol ""Stada""",BISOPROLOLFUMARAT,53,28103552403,C07AB07,19484,1338005,Bisoprolol
17505,"Bisoprolol ""Stada""",BISOPROLOLFUMARAT,96,28103552303,C07AB07,19484,1338005,Bisoprolol
25588,Bonviva,NATRIUMIBANDRONATMONOHYDRAT,51,28103711904,M05BA06,115265,19011068,ibandronic acid
25588,Bonviva,NATRIUMIBANDRONATMONOHYDRAT,51,28103711904,M05BA06,115264,1512480,Ibandronate
449751,Bonyl,NAPROXEN,43,28101271386,M01AE02,7258,1115008,Naproxen
121551,Bonyl,NAPROXEN,83,28101322288,M01AE02,7258,1115008,Naproxen
414037,Bonyl,NAPROXEN,274,28101271286,M01AE02,7258,1115008,Naproxen
414029,Bonyl,NAPROXEN,85,28101271286,M01AE02,7258,1115008,Naproxen
414045,Bonyl,NAPROXEN,609,28101271386,M01AE02,7258,1115008,Naproxen
414060,Bonyl,NAPROXEN,35,28101271486,M01AE02,7258,1115008,Naproxen
414052,Bonyl,NAPROXEN,598,28101271386,M01AE02,7258,1115008,Naproxen
388793,Brenospor,,42,28101748395,,,,
131979,Brentacort,"HYDROCORTISON, MICONAZOLNITRAT",32,28100688875,D01AC20,,,
131938,Brentacort,"HYDROCORTISON, MICONAZOLNITRAT",28,28100688875,D01AC20,,,
426395,Brentan,MICONAZOLNITRAT,365,28100583770,D01AC02,6932,907879,Miconazole
50971,Brentan,,114,28100921977,,,,
50963,Brentan,MICONAZOL,903,28100952977,A01AB09,6932,907879,Miconazole
545194,Brentan,MICONAZOLNITRAT,156,28101069481,G01AF04,6932,907879,Miconazole
527879,Brentan,MICONAZOLNITRAT,225,28101034279,G01AF04,6932,907879,Miconazole
3079,Brentan,,51,28100669675,,,,
21808,Brentan,MICONAZOLNITRAT,289,28100583870,G01AF04,6932,907879,Miconazole
142364,Brentan,MICONAZOLNITRAT,353,28100583770,D01AC02,6932,907879,Miconazole
426486,Brentan,MICONAZOLNITRAT,59,28100583770,D01AC02,6932,907879,Miconazole
187054,Brentan Baby,,27,28101563993,,,,
24481,Bricanyl,TERBUTALINSULFAT,204,28100602971,R03CC03,10368,1236744,Terbutaline
448795,Bricanyl,TERBUTALINSULFAT,98,28100602971,R03CC03,10368,1236744,Terbutaline
48819,Bricanyl,,44,28100604772,,,,
447441,Bricanyl,,288,28100604772,,,,
493049,Bricanyl,TERBUTALINSULFAT,49,28101060381,R03AC03,10368,1236744,Terbutaline
567685,Bricanyl,TERBUTALINSULFAT,148,28101060381,R03AC03,10368,1236744,Terbutaline
579110,Bricanyl,TERBUTALINSULFAT,38,28100560069,R03CC03,10368,1236744,Terbutaline
142075,Bricanyl,TERBUTALINSULFAT,306,28100602971,R03CC03,10368,1236744,Terbutaline
533737,Bricanyl Retard,TERBUTALINSULFAT,595,28101095482,R03CC03,10368,1236744,Terbutaline
37945,Bricanyl Retard,TERBUTALINSULFAT,64,28101095482,R03CC03,10368,1236744,Terbutaline
531459,Bricanyl Retard,TERBUTALINSULFAT,546,28101055580,R03CC03,10368,1236744,Terbutaline
531442,Bricanyl Retard,TERBUTALINSULFAT,26,28101055580,R03CC03,10368,1236744,Terbutaline
28348,Bricanyl Turbohaler,TERBUTALINSULFAT,52,28104434708,R03AC03,10368,1236744,Terbutaline
541060,Bricanyl Turbuhaler,TERBUTALINSULFAT,1878,28101282986,R03AC03,10368,1236744,Terbutaline
551234,Bricanyl Turbuhaler,TERBUTALINSULFAT,96,28101282986,R03AC03,10368,1236744,Terbutaline
19137,Bricanyl Turbuhaler,,29,28103606203,,,,
51761,Bricanyl Turbuhaler,TERBUTALINSULFAT,242,28101282986,R03AC03,10368,1236744,Terbutaline
410290,Bricanyl Turbuhaler,TERBUTALINSULFAT,109,28101282986,R03AC03,10368,1236744,Terbutaline
514265,Bricanyl Turbuhaler,TERBUTALINSULFAT,441,28101492592,R03AC03,10368,1236744,Terbutaline
153871,Bricanyl Turbuhaler,TERBUTALINSULFAT,70,28103050298,R03AC03,10368,1236744,Terbutaline
72402,Bricanyl Turbuhaler,TERBUTALINSULFAT,58,28104507809,R03AC03,10368,1236744,Terbutaline
28241,Bricanyl Turbuhaler,TERBUTALINSULFAT,618,28103050298,R03AC03,10368,1236744,Terbutaline
56183,Brilique,Ticagrelor,69,28104617409,B01AC24,1116632,40241186,Ticagrelor
32566,"Brimonidintartrat ""Teva""",BRIMONIDINTARTRAT,38,28104128607,S01EA05,134615,915542,brimonidine
108068,Bromam,BROMAZEPAM,92,28101385589,N05BA08,1749,19030353,Bromazepam
525931,"Bromhexin ""DAK""",BROMHEXINHYDROCHLORID,61,28101048680,R05CB02,1753,19030493,Bromhexine
595215,Brufen,IBUPROFEN,398,28100668975,M01AE01,5640,1177480,Ibuprofen
155531,Brufen,IBUPROFEN,63,28101088281,M01AE01,5640,1177480,Ibuprofen
537761,Brufen,IBUPROFEN,607,28101088281,M01AE01,5640,1177480,Ibuprofen
595322,Brufen,IBUPROFEN,29,28100668975,M01AE01,5640,1177480,Ibuprofen
537746,Brufen,IBUPROFEN,638,28101088281,M01AE01,5640,1177480,Ibuprofen
132290,Brufen,IBUPROFEN,395,28100668975,M01AE01,5640,1177480,Ibuprofen
537779,Brufen,IBUPROFEN,26,28101088281,M01AE01,5640,1177480,Ibuprofen
487579,Brufen Retard,IBUPROFEN,292,28101341688,M01AE01,5640,1177480,Ibuprofen
463273,Brufen Retard,IBUPROFEN,327,28101341688,M01AE01,5640,1177480,Ibuprofen
463265,Brufen Retard,IBUPROFEN,92,28101341688,M01AE01,5640,1177480,Ibuprofen
494836,Brufen Retard,IBUPROFEN,28,28104826411,M01AE01,5640,1177480,Ibuprofen
586826,Brufen Retard,IBUPROFEN,28,28101341688,M01AE01,5640,1177480,Ibuprofen
567125,"Budesonid ""2care4""",BUDESONID,50,28104946311,R01AD05,19831,939259,Budesonide
23907,"Budesonid ""Arrow""",BUDESONID,85,28103441302,R03BA02,19831,939259,Budesonide
2442,"Budesonid ""Cross Pharma""",,27,28101871097,,,,
60558,"Budesonid ""Cross Pharma""",,25,28101871097,,,,
60541,"Budesonid ""Cross Pharma""",,34,28101871097,,,,
