vnr,drug_concept_id,concept_class_id,pname,frequency,strnum,strunut,dosf_lt,concept_name,note
153593,19082349,Clinical Drug,Vibeden,683,1,MGM,"injektionsvæske, opløsning",Hydroxocobalamin 1 MG/ML Injectable Solution,""
498048,19104122,Clinical Drug,Diprospan,683,7,MGM,"injektionsvæske, suspension",Betamethasone acetate 3 MG/ML / betamethasone sodium phosphate 4 MG/ML Injectable Suspension,""
17236,19079658,Clinical Drug,Spirix,680,25,MG,tabletter,Spironolactone 25 MG Oral Tablet,""
107128,19106974,Clinical Drug,Hexaglucon,674,3.5,MG,tabletter,Glyburide 3.5 MG Oral Tablet,""
22524,40007077,Clinical Drug Form,"Alendronat ""Arrow""",673,70,MG,tabletter,Alendronic acid / Cholecalciferol Oral Tablet,""
22524,40007090,Clinical Drug Form,"Alendronat ""Arrow""",673,70,MG,tabletter,Alendronic acid Oral Tablet,""
22524,40173617,Clinical Drug Form,"Alendronat ""Arrow""",673,70,MG,tabletter,Alendronate Oral Tablet,""
22524,40173582,Clinical Drug Form,"Alendronat ""Arrow""",673,70,MG,tabletter,Alendronate / Cholecalciferol Oral Tablet,""
22524,40139800,Clinical Drug Form,"Alendronat ""Arrow""",673,70,MG,tabletter,Alendronic acid Oral Tablet,""
448413,1332419,Clinical Drug,"Amlodipin ""Sandoz""",673,5,MG,tabletter,Amlodipine 5 MG Oral Tablet,""
97124,705108,Clinical Drug,"Lamotrigin ""Actavis""",671,100,MG,tabletter,lamotrigine 100 MG Oral Tablet,""
487264,40163267,Clinical Drug,Domanion,670,2,MG,tabletter,Perindopril Erbumine 2 MG Oral Tablet,""
488627,19102189,Clinical Drug,Losec,667,20,MG,enterotabletter,Omeprazole 20 MG Delayed Release Oral Tablet,""
43703,19007824,Clinical Drug,Todolac,663,200,MG,filmovertrukne tabletter,Etodolac 200 MG Oral Tablet,""
25606,1597772,Clinical Drug,"Glimepirid ""Sandoz""",663,2,MG,tabletter,glimepiride 2 MG Oral Tablet,""
108628,40007090,Clinical Drug Form,"Alendronat ""Sandoz""",661,70,MG,filmovertrukne tabletter,Alendronic acid Oral Tablet,""
108628,40139800,Clinical Drug Form,"Alendronat ""Sandoz""",661,70,MG,filmovertrukne tabletter,Alendronic acid Oral Tablet,""
108628,40173617,Clinical Drug Form,"Alendronat ""Sandoz""",661,70,MG,filmovertrukne tabletter,Alendronate Oral Tablet,""
108628,40007077,Clinical Drug Form,"Alendronat ""Sandoz""",661,70,MG,filmovertrukne tabletter,Alendronic acid / Cholecalciferol Oral Tablet,""
108628,40173582,Clinical Drug Form,"Alendronat ""Sandoz""",661,70,MG,filmovertrukne tabletter,Alendronate / Cholecalciferol Oral Tablet,""
580100,1705676,Clinical Drug,Trimopan,660,100,MG,filmovertrukne tabletter,Trimethoprim 100 MG Oral Tablet,""
6778,40162307,Clinical Drug,"Diclofenac Rapid ""Teva""",658,50,MG,filmovertrukne tabletter,Diclofenac Potassium 50 MG Oral Tablet,""
438424,19103819,Clinical Drug,Efexor Depot,657,75,MG,"depotkapsler, hårde",venlafaxine 75 MG Extended Release Oral Capsule,""
505420,40162717,Clinical Drug,"Amitriptylin ""DAK""",655,25,MG,filmovertrukne tabletter,Amitriptyline Hydrochloride 25 MG Oral Tablet,""
520874,19111043,Clinical Drug Comp,"Nitroglycerin ""DAK""",641,0.25,MG,"resoribletter, sublinguale",Nitroglycerin 0.25 MG,""
143891,1734134,Clinical Drug,Zitromax,640,500,MG,filmovertrukne tabletter,Azithromycin 500 MG Oral Tablet,""
475681,19134554,Clinical Drug,Myonil Retard,639,120,MG,depottabletter,Diltiazem 120 MG Extended Release Oral Tablet,""
475681,1328555,Clinical Drug,Myonil Retard,639,120,MG,depottabletter,Diltiazem Hydrochloride 120 MG Extended Release Oral Tablet,""
38534,19023636,Clinical Drug,"Citalopram ""Orion""",638,20,MG,filmovertrukne tabletter,Citalopram 20 MG Oral Tablet,""
537746,19019073,Clinical Drug,Brufen,638,600,MG,filmovertrukne tabletter,Ibuprofen 600 MG Oral Tablet,""
466219,40169988,Clinical Drug,Contalgin,632,30,MG,depottabletter,Morphine Sulfate 30 MG Extended Release Oral Tablet,""
54332,40008471,Clinical Drug Form,Selexid,628,400,MG,filmovertrukne tabletter,Amdinocillin Pivoxil Oral Tablet,""
54332,40008460,Clinical Drug Form,Selexid,628,400,MG,filmovertrukne tabletter,Amdinocillin Pivoxil / Pivampicillin Oral Tablet,""
54320,19109333,Clinical Drug Comp,"Kodein ""DAK""",627,25,MG,filmovertrukne tabletter,Codeine 25 MG,""
124537,1328555,Clinical Drug,Cardil,626,120,MG,depottabletter,Diltiazem Hydrochloride 120 MG Extended Release Oral Tablet,""
16294,734397,Clinical Drug Comp,Lyrica,626,75,MG,"kapsler, hårde",pregabalin 75 MG,""
124537,19134554,Clinical Drug,Cardil,626,120,MG,depottabletter,Diltiazem 120 MG Extended Release Oral Tablet,""
3755,,Not Mapped*,Berodual,625,,,"inhalationsspray, opløsning",,R03AK03
3995,40052436,Clinical Drug Form,Isodur,625,60,MG,depottabletter,Isosorbide Mononitrate Extended Release Tablet,""
122754,957136,Clinical Drug,Furix,622,40,MG,tabletter,Furosemide 40 MG Oral Tablet,""
512863,40067083,Clinical Drug Form,"Vepicombin ""DAK""",622,1,MIU,tabletter,Penicillin V Oral Tablet,""
512863,40016517,Clinical Drug Form,"Vepicombin ""DAK""",622,1,MIU,tabletter,Bromhexine / Penicillin V Oral Tablet,""
20361,1539411,Clinical Drug,"Simvastatin ""Actavis""",620,20,MG,filmovertrukne tabletter,Simvastatin 20 MG Oral Tablet,""
7921,40240035,Clinical Drug,Opatanol,619,1,MGM,"øjendråber, opløsning",olopatadine 1 MG/ML Ophthalmic Solution,""
28241,40163429,Clinical Drug,Bricanyl Turbuhaler,618,0.5,MGD,inhalationspulver,Terbutaline Sulfate 0.5 MG Inhalant Powder,""
513945,40169894,Clinical Drug,"Morfin ""DAK""",614,10,MG,tabletter,Morphine Sulfate 10 MG Oral Tablet,""
42572,1195536,Clinical Drug,Todolac,613,300,MG,filmovertrukne tabletter,Etodolac 300 MG Oral Tablet,""
120295,948079,Clinical Drug,Pantoloc,611,20,MG,enterotabletter,pantoprazole 20 MG Delayed Release Oral Tablet,""
414045,19019273,Clinical Drug,Bonyl,609,500,MG,tabletter,Naproxen 500 MG Oral Tablet,""
537761,19019073,Clinical Drug,Brufen,607,600,MG,filmovertrukne tabletter,Ibuprofen 600 MG Oral Tablet,""
7104,19005172,Clinical Drug,Nozinan,604,5,MG,filmovertrukne tabletter,Methotrimeprazine 5 MG Oral Tablet,""
178095,752280,Clinical Drug,Kemadrin,600,5,MG,tabletter,Procyclidine 5 MG Oral Tablet,""
414052,19019273,Clinical Drug,Bonyl,598,500,MG,tabletter,Naproxen 500 MG Oral Tablet,""
533737,19134693,Clinical Drug,Bricanyl Retard,595,5,MG,depottabletter,Terbutaline 5 MG Extended Release Oral Tablet,""
73205,19055985,Clinical Drug,Fluanxol Mite,594,0.5,MG,tabletter,Flupenthixol 0.5 MG Oral Tablet,""
66118,19018875,Clinical Drug,"Cimetidin ""Hexal""",594,400,MG,filmovertrukne tabletter,Cimetidine 400 MG Oral Tablet,""
145250,,Not Mapped*,"Viskøse Øjendråber ""Ophtha""",589,,,øjendråber,,S01XA20
417956,40002766,Clinical Drug Form,Panodil Retard,587,1,G,depottabletter,Acetaminophen / Phenylpropanolamine / phenyltoloxamine Extended Release Oral Tablet,""
579169,40167216,Clinical Drug,Selo-zok,587,50,MG,depottabletter,metoprolol succinate 50 MG Extended Release Oral Tablet,""
417956,40103279,Clinical Drug Form,Panodil Retard,587,1,G,depottabletter,Acetaminophen / Chlorpheniramine / Phenylephrine / phenyltoloxamine Extended Release Oral Tablet,""
417956,40003619,Clinical Drug Form,Panodil Retard,587,1,G,depottabletter,Acetaminophen / Chlorpheniramine / Phenylephrine Extended Release Oral Tablet,""
417956,40003628,Clinical Drug Form,Panodil Retard,587,1,G,depottabletter,Acetaminophen / Chlorpheniramine / Phenylpropanolamine Extended Release Oral Tablet,""
417956,40003645,Clinical Drug Form,Panodil Retard,587,1,G,depottabletter,Acetaminophen / Chlorpheniramine / Pseudoephedrine Extended Release Oral Tablet,""
417956,40154296,Clinical Drug Form,Panodil Retard,587,1,G,depottabletter,Acetaminophen / Dextromethorphan / Diphenhydramine / Phenylephrine Extended Release Oral Tablet,""
417956,40130198,Clinical Drug Form,Panodil Retard,587,1,G,depottabletter,Acetaminophen / Guaifenesin / Phenylephrine Extended Release Oral Tablet,""
417956,40002732,Clinical Drug Form,Panodil Retard,587,1,G,depottabletter,Acetaminophen / Loratadine / Pseudoephedrine Extended Release Oral Tablet,""
417956,44814284,Clinical Drug Form,Panodil Retard,587,1,G,depottabletter,Acetaminophen / Oxycodone Extended Release Oral Tablet,""
417956,40103241,Clinical Drug Form,Panodil Retard,587,1,G,depottabletter,Acetaminophen / Propoxyphene Extended Release Oral Tablet,""
417956,40139757,Clinical Drug Form,Panodil Retard,587,1,G,depottabletter,Acetaminophen / Pseudoephedrine Extended Release Tablet,""
417956,40139319,Clinical Drug Form,Panodil Retard,587,1,G,depottabletter,Acetaminophen / dexbrompheniramine / Phenylephrine Extended Release Oral Tablet,""
417956,40004047,Clinical Drug Form,Panodil Retard,587,1,G,depottabletter,Acetaminophen / dexbrompheniramine / Pseudoephedrine Extended Release Oral Tablet,""
417956,40004081,Clinical Drug Form,Panodil Retard,587,1,G,depottabletter,Acetaminophen / pamabrom Extended Release Oral Tablet,""
417956,40004088,Clinical Drug Form,Panodil Retard,587,1,G,depottabletter,Acetaminophen / phenyltoloxamine Extended Release Oral Tablet,""
417956,40005659,Clinical Drug Form,Panodil Retard,587,1,G,depottabletter,Acetaminophen Extended Release Oral Tablet,""
417956,40003627,Clinical Drug Form,Panodil Retard,587,1,G,depottabletter,Acetaminophen / Chlorpheniramine / Phenylpropanolamine / salicylamide Extended Release Oral Tablet,""
97147,19006427,Clinical Drug,Pondocillin,586,500,MG,filmovertrukne tabletter,Pivampicillin 500 MG Oral Tablet,""
490268,40019974,Clinical Drug Form,Pulmicort Turbuhaler,585,400,RGD,inhalationspulver,Budesonide / formoterol Inhalant Powder,""
490268,40020306,Clinical Drug Form,Pulmicort Turbuhaler,585,400,RGD,inhalationspulver,Budesonide Inhalant Powder,""
21505,1332419,Clinical Drug,"Amlodipin ""Actavis""",582,5,MG,tabletter,Amlodipine 5 MG Oral Tablet,""
545848,19010890,Clinical Drug,Cisordinol,581,10,MG,filmovertrukne tabletter,Zuclopenthixol 10 MG Oral Tablet,""
529321,1167323,Clinical Drug,"Allopurinol ""DAK""",576,100,MG,tabletter,Allopurinol 100 MG Oral Tablet,""
522458,19102189,Clinical Drug,Losec,572,20,MG,enterotabletter,Omeprazole 20 MG Delayed Release Oral Tablet,""
23685,1539411,Clinical Drug,"Simvastatin ""KRKA""",571,20,MG,filmovertrukne tabletter,Simvastatin 20 MG Oral Tablet,""
18638,19132996,Clinical Drug Comp,"Glucosamin ""Ferrosan""",571,400,MG,filmovertrukne tabletter,Glucosamine hydrochloride 400 MG,""
18638,1360411,Clinical Drug Comp,"Glucosamin ""Ferrosan""",571,400,MG,filmovertrukne tabletter,Glucosamine 400 MG,""
10077,,Not Mapped*,Symbicort Turbuhaler,570,,,inhalationspulver,,R03AK07
452227,1351559,Clinical Drug,Atacand,569,8,MG,tabletter,candesartan cilexetil 8 MG Oral Tablet,""
23897,725180,Clinical Drug,"Mirtazapin ""KRKA""",569,30,MG,filmovertrukne tabletter,Mirtazapine 30 MG Oral Tablet,""
139402,19135765,Clinical Drug,Mandolgin,566,50,MG,"kapsler, hårde",tramadol hydrochloride 50 MG Extended Release Oral Capsule,""
92878,19019820,Clinical Drug,"Sulfametizol ""Actavis""",563,500,MG,tabletter,Sulfamethizole 500 MG Oral Tablet,""
479394,19076960,Clinical Drug,Erycin,562,500,MG,enterotabletter,Erythromycin 500 MG Delayed Release Oral Tablet,""
161596,40058083,Clinical Drug Form,Flixotide,561,250,RGD,inhalationspulver,fluticasone Inhalant Powder,""
161596,40058013,Clinical Drug Form,Flixotide,561,250,RGD,inhalationspulver,fluticasone / salmeterol Inhalant Powder,""
81879,19075394,Clinical Drug,"Citalopram ""Sandoz""",559,40,MG,filmovertrukne tabletter,Citalopram 40 MG Oral Tablet,""
54321,40008471,Clinical Drug Form,Selexid,559,400,MG,filmovertrukne tabletter,Amdinocillin Pivoxil Oral Tablet,""
80507,721793,Clinical Drug Comp,Noritren,559,50,MG,tabletter,Nortriptyline 50 MG,""
54321,40008460,Clinical Drug Form,Selexid,559,400,MG,filmovertrukne tabletter,Amdinocillin Pivoxil / Pivampicillin Oral Tablet,""
22396,,Not Mapped*,"Ramipril/hydrochlorthiazid ""1A Farma""",558,,,tabletter,,C09BA05
37929,1705676,Clinical Drug,Monotrim,552,100,MG,tabletter,Trimethoprim 100 MG Oral Tablet,""
107110,19106975,Clinical Drug,Hexaglucon,552,1.75,MG,tabletter,Glyburide 1.75 MG Oral Tablet,""
17048,1113262,Clinical Drug Comp,Hjerdyl,552,150,MG,tabletter,Aspirin 150 MG,""
71555,,Not Mapped*,Viscotears,550,2,MGG,øjengel,,S01XA20
462044,40031310,Clinical Drug Form,Dermovat,550,0.5,MGG,salve,Clobetasol Topical Ointment,""
88393,19090628,Clinical Drug Comp,Primperan,550,20,MG,suppositorier,Metoclopramide 20 MG,""
401828,721728,Clinical Drug,Noritren,550,10,MG,tabletter,Nortriptyline 10 MG Oral Tablet,""
21539,1334492,Clinical Drug,"Ramipril ""Actavis""",548,5,MG,tabletter,Ramipril 5 MG Oral Tablet,""
94332,19135765,Clinical Drug,"Tramadol ""Actavis""",546,50,MG,"kapsler, hårde",tramadol hydrochloride 50 MG Extended Release Oral Capsule,""
531459,40163455,Clinical Drug,Bricanyl Retard,546,7.5,MG,depottabletter,Terbutaline Sulfate 7.5 MG Extended Release Oral Tablet,""
4266,19019072,Clinical Drug,"Ibuprofen ""Actavis""",545,400,MG,filmovertrukne tabletter,Ibuprofen 400 MG Oral Tablet,""
138404,40067083,Clinical Drug Form,Primcillin,543,800,MG,filmovertrukne tabletter,Penicillin V Oral Tablet,""
138404,40016517,Clinical Drug Form,Primcillin,543,800,MG,filmovertrukne tabletter,Bromhexine / Penicillin V Oral Tablet,""
13913,1596977,Ingredient,Mixtard 30 NovoLet,542,100,IUM,"injektionsvæske, suspension, fyldt pen","Regular Insulin, Human",""
28975,1332419,Clinical Drug,"Amlodipin ""Sandoz""",542,5,MG,tabletter,Amlodipine 5 MG Oral Tablet,""
4386,19019072,Clinical Drug,Ibumetin,541,400,MG,tabletter,Ibuprofen 400 MG Oral Tablet,Manual mapping
63453,19006461,Clinical Drug,Flemoxin Solutab,541,750,MG,opløselige tabletter,Amoxicillin 750 MG Disintegrating Oral Tablet,""
55290,948079,Clinical Drug,"Pantoprazol ""Nycomed""",541,20,MG,enterotabletter,pantoprazole 20 MG Delayed Release Oral Tablet,""
95588,19091004,Clinical Drug Comp,Antabus,540,400,MG,brusetabletter,Disulfiram 400 MG,""
463836,40086861,Clinical Drug Form,Delepsine Retard,537,500,MG,depottabletter,Valproic Acid Extended Release Tablet,""
183434,40033902,Clinical Drug Form,"Digoxin ""DAK""",536,250,RG,tabletter,Digoxin Oral Tablet,""
91006,19103820,Clinical Drug,"Venlafaxin ""Krka""",536,150,MG,"depotkapsler, hårde",venlafaxine 150 MG Extended Release Oral Capsule,""
152801,1127527,Clinical Drug Comp,Panodil Retard,533,500,MG,depottabletter,Acetaminophen 500 MG,""
81816,797632,Clinical Drug,"Citalopram ""Sandoz""",531,10,MG,filmovertrukne tabletter,Citalopram 10 MG Oral Tablet,""
494724,,Not Mapped*,Kliogest,531,,,tabletter,,G03FA01
96397,1539407,Clinical Drug,"Simvastatin ""Sandoz""",530,40,MG,filmovertrukne tabletter,Simvastatin 40 MG Oral Tablet,""
116084,19019418,Clinical Drug,"Omeprazol ""Bluefish""",528,20,MG,"enterokapsler, hårde",Omeprazole 20 MG Delayed Release Oral Capsule,""
443424,19019820,Clinical Drug,"Sulfametizol ""Actavis""",524,500,MG,tabletter,Sulfamethizole 500 MG Oral Tablet,""
10488,19080217,Clinical Drug,Pantoloc,523,40,MG,enterotabletter,pantoprazole 40 MG Delayed Release Oral Tablet,""
23857,40167200,Clinical Drug,"Metoprololsuccinat ""1A Farma""",523,100,MG,depottabletter,metoprolol succinate 100 MG Extended Release Oral Tablet,""
52838,42902992,Clinical Drug,Victoza,522,6,MGM,"injektionsvæske, opløsning, fyldt pen",liraglutide 6 MG/ML Pen Injector,""
11270,19106975,Clinical Drug,Daonil,522,1.75,MG,tabletter,Glyburide 1.75 MG Oral Tablet,""
468124,19023636,Clinical Drug,Cipramil,520,20,MG,filmovertrukne tabletter,Citalopram 20 MG Oral Tablet,""
452987,40232704,Clinical Drug,OxyContin,520,10,MG,depottabletter,Oxycodone Hydrochloride 10 MG Extended Release Oral Tablet,""
2830,902427,Ingredient,Timosan Depot,519,1,MGG,øjengel,Timolol,""
88261,19126348,Ingredient,Avamys,519,27.5,RG,"næsespray, suspension",fluticasone furoate,""
488809,40052768,Clinical Drug Form,Actrapid Pen,518,100,IUM,"injektionsvæske, opløsning","Regular Insulin, Human Injectable Solution",""
124495,19133610,Clinical Drug,Cardil,518,60,MG,depottabletter,Diltiazem Hydrochloride 60 MG Extended Release Oral Tablet,""
4118,1127527,Clinical Drug Comp,Panodil Retard,517,500,MG,depottabletter,Acetaminophen 500 MG,""
464933,40019974,Clinical Drug Form,Spirocort Turbuhaler,517,200,RGD,inhalationspulver,Budesonide / formoterol Inhalant Powder,""
474783,,Not Mapped*,Bioclavid,517,,,filmovertrukne tabletter,,J01CR02
464933,40020306,Clinical Drug Form,Spirocort Turbuhaler,517,200,RGD,inhalationspulver,Budesonide Inhalant Powder,""
143610,40026132,Clinical Drug Form,Catapresan,515,25,RG,overtrukne tabletter,Clonidine / Hydrochlorothiazide / Triamterene Oral Tablet,""
143610,40030837,Clinical Drug Form,Catapresan,515,25,RG,overtrukne tabletter,Chlorthalidone / Clonidine Oral Tablet,""
143610,40026184,Clinical Drug Form,Catapresan,515,25,RG,overtrukne tabletter,Clonidine Oral Tablet,""
143610,40026133,Clinical Drug Form,Catapresan,515,25,RG,overtrukne tabletter,Clonidine / cyclothiazide Oral Tablet,""
143610,40011842,Clinical Drug Form,Catapresan,515,25,RG,overtrukne tabletter,Bendroflumethiazide / Clonidine Oral Tablet,""
424846,1167323,Clinical Drug,Hexanurat,515,100,MG,tabletter,Allopurinol 100 MG Oral Tablet,""
418079,19078603,Clinical Drug,Mixtard 30/70 Pen,511,100,IUM,"injektionsvæske, suspension","insulin human, isophane 70 UNT/ML / Regular Insulin, Human 30 UNT/ML Injectable Suspension",Manual mapping
11098,19080217,Clinical Drug,Pantoloc,510,40,MG,enterotabletter,pantoprazole 40 MG Delayed Release Oral Tablet,""
44339,40151685,Clinical Drug Form,"Kaliumklorid ""PS""",509,75,MGM,oral opløsning,Ascorbic Acid / POLYETHYLENE GLYCOL 3350 / Potassium Chloride / Sodium Ascorbate / Sodium Chloride / sodium sulfate Oral Solution,""
44339,40074544,Clinical Drug Form,"Kaliumklorid ""PS""",509,75,MGM,oral opløsning,Potassium Chloride / Sodium Bicarbonate / Sodium Chloride / sodium sulfate Oral Solution,""
44339,40074542,Clinical Drug Form,"Kaliumklorid ""PS""",509,75,MGM,oral opløsning,Potassium Chloride / Potassium gluconate Oral Solution,""
44339,40119038,Clinical Drug Form,"Kaliumklorid ""PS""",509,75,MGM,oral opløsning,Polyethylene Glycols / Potassium Chloride / Sodium Bicarbonate / Sodium Chloride / sodium sulfate Oral Solution,""
44339,40147059,Clinical Drug Form,"Kaliumklorid ""PS""",509,75,MGM,oral opløsning,POLYETHYLENE GLYCOL 3350 / Potassium Chloride / Sodium Bicarbonate / Sodium Chloride Oral Solution,""
44339,40153933,Clinical Drug Form,"Kaliumklorid ""PS""",509,75,MGM,oral opløsning,POLYETHYLENE GLYCOL 3350 / Potassium Chloride / Sodium Bicarbonate / Sodium Chloride / sodium sulfate Oral Solution,""
44339,40118633,Clinical Drug Form,"Kaliumklorid ""PS""",509,75,MGM,oral opløsning,POLYETHYLENE GLYCOL 3350 / Potassium Chloride / Sodium Bicarbonate / Sodium Chloride / sodium sulfate Oral Solution,""
44339,40152266,Clinical Drug Form,"Kaliumklorid ""PS""",509,75,MGM,oral opløsning,PEG-3350 / Potassium Chloride / Sodium Bicarbonate / Sodium Chloride Oral Solution,""
44339,40152264,Clinical Drug Form,"Kaliumklorid ""PS""",509,75,MGM,oral opløsning,PEG-3350 / Potassium Chloride / Sodium Bicarbonate / Sodium Chloride / sodium sulfite Oral Solution,""
44339,40100783,Clinical Drug Form,"Kaliumklorid ""PS""",509,75,MGM,oral opløsning,potassium bicarbonate / Potassium Chloride Oral Solution,""
44339,40172079,Clinical Drug Form,"Kaliumklorid ""PS""",509,75,MGM,oral opløsning,calcium lactate / Glucose / magnesium citrate / Potassium Chloride / Sodium Chloride Oral Solution,""
44339,40076079,Clinical Drug Form,"Kaliumklorid ""PS""",509,75,MGM,oral opløsning,Potassium Chloride Oral Solution,""
44339,40155731,Clinical Drug Form,"Kaliumklorid ""PS""",509,75,MGM,oral opløsning,Potassium Chloride / Sodium Chloride Oral Solution,""
44339,40137766,Clinical Drug Form,"Kaliumklorid ""PS""",509,75,MGM,oral opløsning,potassium bicarbonate / Potassium Chloride / potassium citrate Oral Solution,""
140749,797632,Clinical Drug,Akarin,508,10,MG,filmovertrukne tabletter,Citalopram 10 MG Oral Tablet,""
416636,40067083,Clinical Drug Form,Primcillin,508,400,MG,filmovertrukne tabletter,Penicillin V Oral Tablet,""
416636,40016517,Clinical Drug Form,Primcillin,508,400,MG,filmovertrukne tabletter,Bromhexine / Penicillin V Oral Tablet,""
95885,40022936,Clinical Drug Form,"Kloramfenikol ""DAK""",507,0.5,PC,"øjendråber, opløsning",Chloramphenicol / Naphazoline / Neomycin Ophthalmic Solution,""
95885,40022940,Clinical Drug Form,"Kloramfenikol ""DAK""",507,0.5,PC,"øjendråber, opløsning",Chloramphenicol / prednisolone Ophthalmic Solution,""
95885,40022937,Clinical Drug Form,"Kloramfenikol ""DAK""",507,0.5,PC,"øjendråber, opløsning",Chloramphenicol / Naphazoline Ophthalmic Solution,""
95885,40022927,Clinical Drug Form,"Kloramfenikol ""DAK""",507,0.5,PC,"øjendråber, opløsning",Chloramphenicol / Dexamethasone Ophthalmic Solution,""
