vnr,ingredient_concept_id,drug_concept_id,concept_class_id,ma,pname,frequency,streng,strengtodecimal,dosf_lt,ao,concept_name,ingredient_concept_name,amount_value,numerator_value,denominator_value,dose_concept_id
1545,,,,|,Zomig,31,"2,5 mg",2.5,filmovertrukne tabletter,|,,,,,,
1549,904453,19123105,Clinical Drug,|,Nexium,460,40 mg,40,enterotabletter,|,Esomeprazole 40 MG Delayed Release Oral Capsule,Esomeprazole,40,,,19082255
1549,904453,904458,Clinical Drug,|,Nexium,460,40 mg,40,enterotabletter,|,Esomeprazole 40 MG Delayed Release Oral Tablet,Esomeprazole,40,,,19001949
1549,904453,19101790,Clinical Drug,|,Nexium,460,40 mg,40,enterotabletter,|,Esomeprazole 40 MG Oral Capsule,Esomeprazole,40,,,19082168
1549,904453,19101745,Clinical Drug,|,Nexium,460,40 mg,40,enterotabletter,|,Esomeprazole 40 MG Oral Tablet,Esomeprazole,40,,,19082573
1549,904453,904454,Clinical Drug Comp,|,Nexium,460,40 mg,40,enterotabletter,|,Esomeprazole 40 MG,Esomeprazole,40,,,
1628,1133201,19062756,Clinical Drug,|,Temgesic,260,"0,4 mg",0.4,"resoribletter, sublinguale",|,Buprenorphine 0.4 MG Sublingual Tablet,Buprenorphine,0.4,,,19082285
1628,1133201,1133228,Clinical Drug Comp,|,Temgesic,260,"0,4 mg",0.4,"resoribletter, sublinguale",|,Buprenorphine 0.4 MG,Buprenorphine,0.4,,,
1706,1307046,40167202,Clinical Drug,|,Metocar,67,100 mg,100,tabletter,|,Metoprolol Tartrate 100 MG Oral Tablet,Metoprolol,100,,,19082573
1706,1307046,40167200,Clinical Drug,|,Metocar,67,100 mg,100,tabletter,|,metoprolol succinate 100 MG Extended Release Oral Tablet,Metoprolol,100,,,19082079
1706,1307046,19083036,Clinical Drug Comp,|,Metocar,67,100 mg,100,tabletter,|,Metoprolol 100 MG,Metoprolol,100,,,
1706,1307046,40167199,Clinical Drug Comp,|,Metocar,67,100 mg,100,tabletter,|,Metoprolol Tartrate 100 MG,Metoprolol,100,,,
1706,1307046,43014167,Clinical Drug Comp,|,Metocar,67,100 mg,100,tabletter,|,metoprolol succinate 100 MG,Metoprolol,100,,,
1786,,,,|,Xalatan,325,50 mikg/ml,50,"Ã¸jendrÃ¥ber, oplÃ¸sning",|,,,,,,
1788,922570,922810,Clinical Drug,|,Mycostatin,78,100.000 IE/ml,100000,oral suspension,|,Nystatin 100000 UNT Oral Lozenge,Nystatin,100000,,,19082253
1788,922570,922809,Clinical Drug,|,Mycostatin,78,100.000 IE/ml,100000,oral suspension,|,Nystatin 100000 UNT Vaginal Tablet,Nystatin,100000,,,19010962
1788,922570,19105647,Clinical Drug,|,Mycostatin,78,100.000 IE/ml,100000,oral suspension,|,Nystatin 100000 UNT/ML Oral Solution,Nystatin,,100000,,19082170
1788,922570,19079119,Clinical Drug,|,Mycostatin,78,100.000 IE/ml,100000,oral suspension,|,Nystatin 100000 UNT/ML Oral Suspension,Nystatin,,100000,,19082191
1788,922570,19105053,Clinical Drug,|,Mycostatin,78,100.000 IE/ml,100000,oral suspension,|,Nystatin 100000 UNT/ML Paste,Nystatin,,100000,,19102295
1788,922570,922802,Clinical Drug,|,Mycostatin,78,100.000 IE/ml,100000,oral suspension,|,Nystatin 100000 UNT/ML Topical Cream,Nystatin,,100000,,19082224
1788,922570,19063970,Clinical Drug,|,Mycostatin,78,100.000 IE/ml,100000,oral suspension,|,Nystatin 100000 UNT/ML Topical Gel,Nystatin,,100000,,19095973
1788,922570,19096658,Clinical Drug,|,Mycostatin,78,100.000 IE/ml,100000,oral suspension,|,Nystatin 100000 UNT/ML Topical Lotion,Nystatin,,100000,,19082225
1788,922570,19060943,Clinical Drug,|,Mycostatin,78,100.000 IE/ml,100000,oral suspension,|,Nystatin 100000 UNT/ML Vaginal Cream,Nystatin,,100000,,19010878
1788,922570,19105442,Clinical Drug,|,Mycostatin,78,100.000 IE/ml,100000,oral suspension,|,Nystatin 100000 UNT/ML Vaginal Suppository,Nystatin,,100000,,19093368
1788,922570,922808,Clinical Drug Comp,|,Mycostatin,78,100.000 IE/ml,100000,oral suspension,|,Nystatin 100000 UNT,Nystatin,100000,,,
1788,922570,922731,Clinical Drug Comp,|,Mycostatin,78,100.000 IE/ml,100000,oral suspension,|,Nystatin 100000 UNT/ML,Nystatin,,100000,,
1789,,,,|,Xatral,54,5 mg,5,depottabletter,|,,,,,,
1814,,,,|,Plendil,34,5 mg,5,depottabletter,|,,,,,,
1815,1124300,40162307,Clinical Drug,|,Diclodan,51,50 mg,50,suppositorier,|,Diclofenac Potassium 50 MG Oral Tablet,Diclofenac,50,,,19082573
1815,1124300,42707596,Clinical Drug,|,Diclodan,51,50 mg,50,suppositorier,|,Diclofenac Sodium 50 MG Delayed Release Oral Capsule,Diclofenac,50,,,19082255
1815,1124300,40162346,Clinical Drug,|,Diclodan,51,50 mg,50,suppositorier,|,Diclofenac Sodium 50 MG Delayed Release Oral Tablet,Diclofenac,50,,,19001949
1815,1124300,40235197,Clinical Drug,|,Diclodan,51,50 mg,50,suppositorier,|,Diclofenac Sodium 50 MG Disintegrating Oral Tablet,Diclofenac,50,,,19082076
1815,1124300,40162348,Clinical Drug,|,Diclodan,51,50 mg,50,suppositorier,|,Diclofenac Sodium 50 MG Extended Release Oral Tablet,Diclofenac,50,,,19082079
1815,1124300,40162351,Clinical Drug,|,Diclodan,51,50 mg,50,suppositorier,|,Diclofenac Sodium 50 MG Rectal Suppository,Diclofenac,50,,,19082200
1815,1124300,40162306,Clinical Drug Comp,|,Diclodan,51,50 mg,50,suppositorier,|,Diclofenac Potassium 50 MG,Diclofenac,50,,,
1815,1124300,40162341,Clinical Drug Comp,|,Diclodan,51,50 mg,50,suppositorier,|,Diclofenac Sodium 50 MG,Diclofenac,50,,,
1908,,,,|,Xalatan,324,50 mikg/ml,50,"Ã¸jendrÃ¥ber, oplÃ¸sning",|,,,,,,
1917,,,,|,Rocilin,33,800.000 I.E.,800000,kapsler,|,,,,,,
1925,,,,|,Rocilin,80,800.000 I.E.,800000,kapsler,|,,,,,,
1933,,,,|,Rocilin,37,800.000 I.E.,800000,kapsler,|,,,,,,
1937,1124300,42707517,Clinical Drug,|,Diclodan,293,100 mg,100,suppositorier,|,Diclofenac Potassium 100 MG Oral Capsule,Diclofenac,100,,,19082168
1937,1124300,42707583,Clinical Drug,|,Diclodan,293,100 mg,100,suppositorier,|,Diclofenac Sodium 100 MG Delayed Release Oral Tablet,Diclofenac,100,,,19001949
1937,1124300,40162325,Clinical Drug,|,Diclodan,293,100 mg,100,suppositorier,|,Diclofenac Sodium 100 MG Extended Release Oral Capsule,Diclofenac,100,,,19082077
1937,1124300,40162326,Clinical Drug,|,Diclodan,293,100 mg,100,suppositorier,|,Diclofenac Sodium 100 MG Extended Release Oral Tablet,Diclofenac,100,,,19082079
1937,1124300,42707518,Clinical Drug,|,Diclodan,293,100 mg,100,suppositorier,|,Diclofenac Sodium 100 MG Oral Capsule,Diclofenac,100,,,19082168
1937,1124300,42707584,Clinical Drug,|,Diclodan,293,100 mg,100,suppositorier,|,Diclofenac Sodium 100 MG Oral Tablet,Diclofenac,100,,,19082573
1937,1124300,40162328,Clinical Drug,|,Diclodan,293,100 mg,100,suppositorier,|,Diclofenac Sodium 100 MG Rectal Suppository,Diclofenac,100,,,19082200
1937,1124300,42705258,Clinical Drug Comp,|,Diclodan,293,100 mg,100,suppositorier,|,Diclofenac Potassium 100 MG,Diclofenac,100,,,
1937,1124300,40162324,Clinical Drug Comp,|,Diclodan,293,100 mg,100,suppositorier,|,Diclofenac Sodium 100 MG,Diclofenac,100,,,
1950,1124300,42707517,Clinical Drug,|,Diclodan,52,100 mg,100,suppositorier,|,Diclofenac Potassium 100 MG Oral Capsule,Diclofenac,100,,,19082168
1950,1124300,42707583,Clinical Drug,|,Diclodan,52,100 mg,100,suppositorier,|,Diclofenac Sodium 100 MG Delayed Release Oral Tablet,Diclofenac,100,,,19001949
1950,1124300,40162325,Clinical Drug,|,Diclodan,52,100 mg,100,suppositorier,|,Diclofenac Sodium 100 MG Extended Release Oral Capsule,Diclofenac,100,,,19082077
1950,1124300,40162326,Clinical Drug,|,Diclodan,52,100 mg,100,suppositorier,|,Diclofenac Sodium 100 MG Extended Release Oral Tablet,Diclofenac,100,,,19082079
1950,1124300,42707518,Clinical Drug,|,Diclodan,52,100 mg,100,suppositorier,|,Diclofenac Sodium 100 MG Oral Capsule,Diclofenac,100,,,19082168
1950,1124300,42707584,Clinical Drug,|,Diclodan,52,100 mg,100,suppositorier,|,Diclofenac Sodium 100 MG Oral Tablet,Diclofenac,100,,,19082573
1950,1124300,40162328,Clinical Drug,|,Diclodan,52,100 mg,100,suppositorier,|,Diclofenac Sodium 100 MG Rectal Suppository,Diclofenac,100,,,19082200
1950,1124300,42705258,Clinical Drug Comp,|,Diclodan,52,100 mg,100,suppositorier,|,Diclofenac Potassium 100 MG,Diclofenac,100,,,
1950,1124300,40162324,Clinical Drug Comp,|,Diclodan,52,100 mg,100,suppositorier,|,Diclofenac Sodium 100 MG,Diclofenac,100,,,
1974,19088223,19088224,Clinical Drug,|,Selexid,68,200 mg,200,tabletter,|,Amdinocillin Pivoxil 200 MG Oral Tablet,Amdinocillin Pivoxil,200,,,19082573
1974,19088223,19088225,Clinical Drug Comp,|,Selexid,68,200 mg,200,tabletter,|,Amdinocillin Pivoxil 200 MG,Amdinocillin Pivoxil,200,,,
1999,757627,19077573,Clinical Drug,|,Reminyl,44,8 mg,8,filmovertrukne tabletter,|,Galantamine 8 MG Oral Tablet,Galantamine,8,,,19082573
1999,757627,40165633,Clinical Drug,|,Reminyl,44,8 mg,8,filmovertrukne tabletter,|,galantamine hydrobromide 8 MG Extended Release Oral Capsule,Galantamine,8,,,19082077
1999,757627,19085001,Clinical Drug Comp,|,Reminyl,44,8 mg,8,filmovertrukne tabletter,|,Galantamine 8 MG,Galantamine,8,,,
1999,757627,40165632,Clinical Drug Comp,|,Reminyl,44,8 mg,8,filmovertrukne tabletter,|,galantamine hydrobromide 8 MG,Galantamine,8,,,
2064,,,,|,Kezoral,85,2% (20 mg/g),,shampoo,|,,,,,,
2071,968426,43014144,Clinical Drug,|,Asacol,101,400 mg,400,enterotabletter,|,mesalamine 400 MG Delayed Release Oral Capsule,mesalamine,400,,,19082255
2071,968426,19078859,Clinical Drug,|,Asacol,101,400 mg,400,enterotabletter,|,mesalamine 400 MG Delayed Release Oral Tablet,mesalamine,400,,,19001949
2071,968426,19063999,Clinical Drug,|,Asacol,101,400 mg,400,enterotabletter,|,mesalamine 400 MG Rectal Suppository,mesalamine,400,,,19082200
2071,968426,19082511,Clinical Drug Comp,|,Asacol,101,400 mg,400,enterotabletter,|,mesalamine 400 MG,mesalamine,400,,,
2105,19010886,19010888,Clinical Drug,|,Cisordinol Depot,39,200 mg/ml,200,"injektionsvÃ¦ske, oplÃ¸sning",|,Zuclopenthixol 200 MG/ML Injectable Solution,Zuclopenthixol,,200,,19082103
2105,19010886,19091969,Clinical Drug Comp,|,Cisordinol Depot,39,200 mg/ml,200,"injektionsvÃ¦ske, oplÃ¸sning",|,Zuclopenthixol 200 MG/ML,Zuclopenthixol,,200,,
2140,,,,|,Viscotears,26,2 mg/g,2,"Ã¸jengel, enkeltdosisbeholder",|,,,,,,
2208,,,,|,Novorapid,202,100 E/ml,100,"injektionsvÃ¦ske, oplÃ¸sning",|,,,,,,
2250,956874,19106431,Clinical Drug,|,Furix,78,250 mg,250,tabletter,|,Furosemide 250 MG Oral Tablet,Furosemide,250,,,19082573
2250,956874,19110022,Clinical Drug Comp,|,Furix,78,250 mg,250,tabletter,|,Furosemide 250 MG,Furosemide,250,,,
2265,908921,,,|,Daivonex,64,50 mikg/g,50,creme,|,,calcipotriene,,,,
2271,956874,19106431,Clinical Drug,|,Furix,82,250 mg,250,tabletter,|,Furosemide 250 MG Oral Tablet,Furosemide,250,,,19082573
2271,956874,19110022,Clinical Drug Comp,|,Furix,82,250 mg,250,tabletter,|,Furosemide 250 MG,Furosemide,250,,,
2276,908921,,,|,Daivonex,53,50 mikg/g,50,creme,|,,calcipotriene,,,,
2284,1036425,19019820,Clinical Drug,|,"Sulfametizol ""Actavis""",255,500 mg,500,tabletter,|,Sulfamethizole 500 MG Oral Tablet,Sulfamethizole,500,,,19082573
2284,1036425,1036429,Clinical Drug Comp,|,"Sulfametizol ""Actavis""",255,500 mg,500,tabletter,|,Sulfamethizole 500 MG,Sulfamethizole,500,,,
2294,1154161,1154197,Clinical Drug,|,Singulair,163,4 mg,4,tyggetabletter,|,montelukast 4 MG Chewable Tablet,montelukast,4,,,19135866
2294,1154161,1154201,Clinical Drug,|,Singulair,163,4 mg,4,tyggetabletter,|,montelukast 4 MG Oral Granules,montelukast,4,,,19082651
2294,1154161,19101792,Clinical Drug,|,Singulair,163,4 mg,4,tyggetabletter,|,montelukast 4 MG Oral Tablet,montelukast,4,,,19082573
2294,1154161,19086487,Clinical Drug Comp,|,Singulair,163,4 mg,4,tyggetabletter,|,montelukast 4 MG,montelukast,4,,,
2306,1036425,19019820,Clinical Drug,|,"Sulfametizol ""Actavis""",31,500 mg,500,tabletter,|,Sulfamethizole 500 MG Oral Tablet,Sulfamethizole,500,,,19082573
2306,1036425,1036429,Clinical Drug Comp,|,"Sulfametizol ""Actavis""",31,500 mg,500,tabletter,|,Sulfamethizole 500 MG,Sulfamethizole,500,,,
2309,1036425,19019820,Clinical Drug,|,"Sulfametizol ""Actavis""",722,500 mg,500,tabletter,|,Sulfamethizole 500 MG Oral Tablet,Sulfamethizole,500,,,19082573
2309,1036425,1036429,Clinical Drug Comp,|,"Sulfametizol ""Actavis""",722,500 mg,500,tabletter,|,Sulfamethizole 500 MG,Sulfamethizole,500,,,
2328,1154161,1154197,Clinical Drug,|,Singulair,72,4 mg,4,tyggetabletter,|,montelukast 4 MG Chewable Tablet,montelukast,4,,,19135866
2328,1154161,1154201,Clinical Drug,|,Singulair,72,4 mg,4,tyggetabletter,|,montelukast 4 MG Oral Granules,montelukast,4,,,19082651
2328,1154161,19101792,Clinical Drug,|,Singulair,72,4 mg,4,tyggetabletter,|,montelukast 4 MG Oral Tablet,montelukast,4,,,19082573
2328,1154161,19086487,Clinical Drug Comp,|,Singulair,72,4 mg,4,tyggetabletter,|,montelukast 4 MG,montelukast,4,,,
2350,984232,984236,Clinical Drug,|,Accutin,172,20 mg,20,"kapsler, blÃ¸de",|,Isotretinoin 20 MG Oral Capsule,Isotretinoin,20,,,19082168
2350,984232,984263,Clinical Drug Comp,|,Accutin,172,20 mg,20,"kapsler, blÃ¸de",|,Isotretinoin 20 MG,Isotretinoin,20,,,
2365,,,,|,Izatax,26,150 mg,150,"kapsler, hÃ¥rde",|,,,,,,
2387,,,,|,Izatax,105,150 mg,150,"kapsler, hÃ¥rde",|,,,,,,
2391,,,,|,Yasmin,32,3 mg + 30 mikrogram,,filmovertrukne tabletter,|,,,,,,
2393,,,,|,"Terbutalin ""Cross Pharma""",29,"0,5 mg/dosis",0.5,inhalationspulver,|,,,,,,
2442,,,,|,"Budesonid ""Cross Pharma""",27,400 mikg/dosis,400,inhalationspulver,|,,,,,,
2547,,,,|,Zok-Zid,80,"100+12,5 mg",,depottabletter,|,,,,,,
2627,,,,|,Zok-Zid,207,"100+12,5 mg",,depottabletter,|,,,,,,
2830,902427,19063473,Clinical Drug,|,Timosan Depot,519,1 mg/g,1,Ã¸jengel,|,Timolol 1 MG/ML Ophthalmic Solution,Timolol,,1,,19129634
2830,902427,902515,Clinical Drug Comp,|,Timosan Depot,519,1 mg/g,1,Ã¸jengel,|,Timolol 1 MG/ML,Timolol,,1,,
3009,,,,|,Cozaar Comp. Forte,25,100+25 mg,,filmovertrukne tabletter,|,,,,,,
3023,,,,|,Cozaar Comp. Forte,176,100+25 mg,,filmovertrukne tabletter,|,,,,,,
3078,711584,711588,Clinical Drug,|,Keppra,57,250 mg,250,filmovertrukne tabletter,|,Levetiracetam 250 MG Oral Tablet,Levetiracetam,250,,,19082573
3078,711584,19086166,Clinical Drug Comp,|,Keppra,57,250 mg,250,filmovertrukne tabletter,|,Levetiracetam 250 MG,Levetiracetam,250,,,
3079,,,,|,Brentan,51,100 mg,100,vagitorier,|,,,,,,
3087,,,,|,Zomig,314,"2,5 mg",2.5,filmovertrukne tabletter,|,,,,,,
3112,711584,19134946,Clinical Drug,|,Keppra,42,500 mg,500,filmovertrukne tabletter,|,Levetiracetam 500 MG Extended Release Oral Tablet,Levetiracetam,500,,,19082079
3112,711584,711589,Clinical Drug,|,Keppra,42,500 mg,500,filmovertrukne tabletter,|,Levetiracetam 500 MG Oral Tablet,Levetiracetam,500,,,19082573
3112,711584,19085062,Clinical Drug Comp,|,Keppra,42,500 mg,500,filmovertrukne tabletter,|,Levetiracetam 500 MG,Levetiracetam,500,,,
3123,711584,19134946,Clinical Drug,|,Keppra,71,500 mg,500,filmovertrukne tabletter,|,Levetiracetam 500 MG Extended Release Oral Tablet,Levetiracetam,500,,,19082079
3123,711584,711589,Clinical Drug,|,Keppra,71,500 mg,500,filmovertrukne tabletter,|,Levetiracetam 500 MG Oral Tablet,Levetiracetam,500,,,19082573
3123,711584,19085062,Clinical Drug Comp,|,Keppra,71,500 mg,500,filmovertrukne tabletter,|,Levetiracetam 500 MG,Levetiracetam,500,,,
3129,1314002,1314044,Clinical Drug,|,Tenormin,44,100 mg,100,filmovertrukne tabletter,|,Atenolol 100 MG Oral Capsule,Atenolol,100,,,19082168
3129,1314002,1314006,Clinical Drug,|,Tenormin,44,100 mg,100,filmovertrukne tabletter,|,Atenolol 100 MG Oral Tablet,Atenolol,100,,,19082573
3129,1314002,1314047,Clinical Drug Comp,|,Tenormin,44,100 mg,100,filmovertrukne tabletter,|,Atenolol 100 MG,Atenolol,100,,,
3137,1314002,1314044,Clinical Drug,|,Tenormin,84,100 mg,100,filmovertrukne tabletter,|,Atenolol 100 MG Oral Capsule,Atenolol,100,,,19082168
3137,1314002,1314006,Clinical Drug,|,Tenormin,84,100 mg,100,filmovertrukne tabletter,|,Atenolol 100 MG Oral Tablet,Atenolol,100,,,19082573
3137,1314002,1314047,Clinical Drug Comp,|,Tenormin,84,100 mg,100,filmovertrukne tabletter,|,Atenolol 100 MG,Atenolol,100,,,
3140,711584,19135179,Clinical Drug,|,Keppra,56,750 mg,750,filmovertrukne tabletter,|,Levetiracetam 750 MG Extended Release Oral Tablet,Levetiracetam,750,,,19082079
3140,711584,19078781,Clinical Drug,|,Keppra,56,750 mg,750,filmovertrukne tabletter,|,Levetiracetam 750 MG Oral Tablet,Levetiracetam,750,,,19082573
3140,711584,19086167,Clinical Drug Comp,|,Keppra,56,750 mg,750,filmovertrukne tabletter,|,Levetiracetam 750 MG,Levetiracetam,750,,,
3214,,,,|,"Atacand Zid 8 mg/12,5 mg",204,"8+12,5 mg",,tabletter,|,,,,,,
3228,939259,,,|,Pulmicort Turbuhaler,234,200 mikg/dosis,200,inhalationspulver,|,,Budesonide,,,,
3279,,,,|,"Atacand Zid 8 mg/12,5 mg",120,"8+12,5 mg",,tabletter,|,,,,,,
3310,,,,|,Symbicort Turbuhaler,154,"4,5+160 mikrog/dosis",,inhalationspulver,|,,,,,,
3430,,,,|,"Enalapril/Hydrochlorthiazid ""HEXAL""",117,"20+12,5 mg",,tabletter,|,,,,,,
3578,785788,19079152,Clinical Drug,|,Zyprexa,105,10 mg,10,overtrukne tabletter,|,olanzapine 10 MG Disintegrating Oral Tablet,olanzapine,10,,,19082076
3578,785788,785821,Clinical Drug,|,Zyprexa,105,10 mg,10,overtrukne tabletter,|,olanzapine 10 MG Oral Tablet,olanzapine,10,,,19082573
3578,785788,19081763,Clinical Drug Comp,|,Zyprexa,105,10 mg,10,overtrukne tabletter,|,olanzapine 10 MG,olanzapine,10,,,
3733,785788,785842,Clinical Drug,|,Zyprexa,218,5 mg,5,overtrukne tabletter,|,olanzapine 5 MG Disintegrating Oral Tablet,olanzapine,5,,,19082076
3733,785788,19079154,Clinical Drug,|,Zyprexa,218,5 mg,5,overtrukne tabletter,|,olanzapine 5 MG Oral Tablet,olanzapine,5,,,19082573
3733,785788,785874,Clinical Drug,|,Zyprexa,218,5 mg,5,overtrukne tabletter,|,olanzapine 5 MG/ML Injectable Solution,olanzapine,,5,,19082103
3733,785788,19082514,Clinical Drug Comp,|,Zyprexa,218,5 mg,5,overtrukne tabletter,|,olanzapine 5 MG,olanzapine,5,,,
3733,785788,785873,Clinical Drug Comp,|,Zyprexa,218,5 mg,5,overtrukne tabletter,|,olanzapine 5 MG/ML,olanzapine,,5,,
3746,920458,19060706,Clinical Drug,|,Diproderm,119,0.05%,0.05,creme,|,Betamethasone 0.05 MG/ML Enema,Betamethasone,,0.05,,19082627
3746,920458,920825,Clinical Drug Comp,|,Diproderm,119,0.05%,0.05,creme,|,Betamethasone 0.05 MG/ML,Betamethasone,,0.05,,
3755,,,,|,Berodual,625,50 + 20 mikrog./pust,,"inhalationsspray, oplÃ¸sning",|,,,,,,
3769,920458,19060706,Clinical Drug,|,Diproderm,50,0.05%,0.05,creme,|,Betamethasone 0.05 MG/ML Enema,Betamethasone,,0.05,,19082627
3769,920458,920825,Clinical Drug Comp,|,Diproderm,50,0.05%,0.05,creme,|,Betamethasone 0.05 MG/ML,Betamethasone,,0.05,,
3809,1525215,19079293,Clinical Drug,|,Actos,25,30 mg,30,tabletter,|,pioglitazone 30 MG Oral Tablet,pioglitazone,30,,,19082573
3809,1525215,1525242,Clinical Drug Comp,|,Actos,25,30 mg,30,tabletter,|,pioglitazone 30 MG,pioglitazone,30,,,
3860,785788,19022782,Clinical Drug,|,Zyprexa,60,"2,5 mg",2.5,overtrukne tabletter,|,olanzapine 2.5 MG Oral Tablet,olanzapine,2.5,,,19082573
3860,785788,19081764,Clinical Drug Comp,|,Zyprexa,60,"2,5 mg",2.5,overtrukne tabletter,|,olanzapine 2.5 MG,olanzapine,2.5,,,
3902,,,,|,Pulmicort Turbuhaler,26,400 mikg/dosis,400,inhalationspulver,|,,,,,,
3916,19026848,,,|,Atrovent,69,21 mikg/dosis,21,"nÃ¦sespray, oplÃ¸sning",|,,Ipratropium Bromide,,,,
3939,1124300,40162307,Clinical Drug,|,Voltaren,139,50 mg,50,enterotabletter,|,Diclofenac Potassium 50 MG Oral Tablet,Diclofenac,50,,,19082573
3939,1124300,42707596,Clinical Drug,|,Voltaren,139,50 mg,50,enterotabletter,|,Diclofenac Sodium 50 MG Delayed Release Oral Capsule,Diclofenac,50,,,19082255
3939,1124300,40162346,Clinical Drug,|,Voltaren,139,50 mg,50,enterotabletter,|,Diclofenac Sodium 50 MG Delayed Release Oral Tablet,Diclofenac,50,,,19001949
3939,1124300,40235197,Clinical Drug,|,Voltaren,139,50 mg,50,enterotabletter,|,Diclofenac Sodium 50 MG Disintegrating Oral Tablet,Diclofenac,50,,,19082076
3939,1124300,40162348,Clinical Drug,|,Voltaren,139,50 mg,50,enterotabletter,|,Diclofenac Sodium 50 MG Extended Release Oral Tablet,Diclofenac,50,,,19082079
3939,1124300,40162351,Clinical Drug,|,Voltaren,139,50 mg,50,enterotabletter,|,Diclofenac Sodium 50 MG Rectal Suppository,Diclofenac,50,,,19082200
3939,1124300,40162306,Clinical Drug Comp,|,Voltaren,139,50 mg,50,enterotabletter,|,Diclofenac Potassium 50 MG,Diclofenac,50,,,
3939,1124300,40162341,Clinical Drug Comp,|,Voltaren,139,50 mg,50,enterotabletter,|,Diclofenac Sodium 50 MG,Diclofenac,50,,,
3983,,,,|,Isodur,313,60 mg,60,depottabletter,|,,,,,,
3984,,,,|,Forimycin,66,150 mg,150,filmovertrukne tabletter,|,,,,,,
3988,1124300,40162307,Clinical Drug,|,Voltaren,35,50 mg,50,enterotabletter,|,Diclofenac Potassium 50 MG Oral Tablet,Diclofenac,50,,,19082573
3988,1124300,42707596,Clinical Drug,|,Voltaren,35,50 mg,50,enterotabletter,|,Diclofenac Sodium 50 MG Delayed Release Oral Capsule,Diclofenac,50,,,19082255
3988,1124300,40162346,Clinical Drug,|,Voltaren,35,50 mg,50,enterotabletter,|,Diclofenac Sodium 50 MG Delayed Release Oral Tablet,Diclofenac,50,,,19001949
3988,1124300,40235197,Clinical Drug,|,Voltaren,35,50 mg,50,enterotabletter,|,Diclofenac Sodium 50 MG Disintegrating Oral Tablet,Diclofenac,50,,,19082076
3988,1124300,40162348,Clinical Drug,|,Voltaren,35,50 mg,50,enterotabletter,|,Diclofenac Sodium 50 MG Extended Release Oral Tablet,Diclofenac,50,,,19082079
3988,1124300,40162351,Clinical Drug,|,Voltaren,35,50 mg,50,enterotabletter,|,Diclofenac Sodium 50 MG Rectal Suppository,Diclofenac,50,,,19082200
3988,1124300,40162306,Clinical Drug Comp,|,Voltaren,35,50 mg,50,enterotabletter,|,Diclofenac Potassium 50 MG,Diclofenac,50,,,
3988,1124300,40162341,Clinical Drug Comp,|,Voltaren,35,50 mg,50,enterotabletter,|,Diclofenac Sodium 50 MG,Diclofenac,50,,,
3995,,,,|,Isodur,625,60 mg,60,depottabletter,|,,,,,,
4006,,,,|,Isodur,133,30 mg,30,depottabletter,|,,,,,,
4017,,,,|,Isodur,868,30 mg,30,depottabletter,|,,,,,,
4029,,,,|,Forimycin,37,300 mg,300,filmovertrukne tabletter,|,,,,,,
4045,1177480,19107340,Clinical Drug,|,"Ibuprofen ""Actavis""",894,600 mg,600,filmovertrukne tabletter,|,Ibuprofen 600 MG Extended Release Oral Tablet,Ibuprofen,600,,,19082079
4045,1177480,19019073,Clinical Drug,|,"Ibuprofen ""Actavis""",894,600 mg,600,filmovertrukne tabletter,|,Ibuprofen 600 MG Oral Tablet,Ibuprofen,600,,,19082573
4045,1177480,19081499,Clinical Drug Comp,|,"Ibuprofen ""Actavis""",894,600 mg,600,filmovertrukne tabletter,|,Ibuprofen 600 MG,Ibuprofen,600,,,
4086,739138,19022651,Clinical Drug,|,Zoloft,39,25 mg,25,filmovertrukne tabletter,|,Sertraline 25 MG Oral Capsule,Sertraline,25,,,19082168
4086,739138,19079497,Clinical Drug,|,Zoloft,39,25 mg,25,filmovertrukne tabletter,|,Sertraline 25 MG Oral Tablet,Sertraline,25,,,19082573
4086,739138,739282,Clinical Drug Comp,|,Zoloft,39,25 mg,25,filmovertrukne tabletter,|,Sertraline 25 MG,Sertraline,25,,,
4094,19111620,19067044,Clinical Drug,|,Folimet,54,5 mg,5,tabletter,|,Folic Acid 5 MG Oral Capsule,Folic Acid,5,,,19082168
4094,19111620,1387453,Clinical Drug,|,Folimet,54,5 mg,5,tabletter,|,Folic Acid 5 MG Oral Tablet,Folic Acid,5,,,19082573
4094,19111620,1387458,Clinical Drug,|,Folimet,54,5 mg,5,tabletter,|,Folic Acid 5 MG/ML Injectable Solution,Folic Acid,,5,,19082103
4094,19111620,1387578,Clinical Drug Comp,|,Folimet,54,5 mg,5,tabletter,|,Folic Acid 5 MG,Folic Acid,5,,,
4094,19111620,1387576,Clinical Drug Comp,|,Folimet,54,5 mg,5,tabletter,|,Folic Acid 5 MG/ML,Folic Acid,,5,,
