dosf_lt,dosf_lt_corrected,dosf_lt_en,frequency,concept_id,concept_name,lev_score
brusetabletter,brusetabletter,effervescent tablets,148,40175589,buccal tablet,12
brusetabletter,brusetabletter,effervescent tablets,148,19082573,oral tablet,12
brusetabletter,brusetabletter,effervescent tablets,148,19010962,vaginal tablet,12
brusetabletter,brusetabletter,effervescent tablets,148,19082285,sublingual tablet,13
brusetabletter,brusetabletter,effervescent tablets,148,19130329,medicated tape,14
brusetabletter,brusetabletter,effervescent tablets,148,19111148,oral crystals,14
brusetabletter,brusetabletter,effervescent tablets,148,19001943,tablet,14
"injektions-/infusionsvÃ¦ske, oplÃ¸sning","injektions-/infusionsvæske, opløsning",injection / infusion,140,19082103,injectable solution,9
"injektions-/infusionsvÃ¦ske, oplÃ¸sning","injektions-/infusionsvæske, opløsning",injection / infusion,140,19082104,injectable suspension,10
"injektions-/infusionsvÃ¦ske, oplÃ¸sning","injektions-/infusionsvæske, opløsning",injection / infusion,140,46234469,injection,11
"injektions-/infusionsvÃ¦ske, oplÃ¸sning","injektions-/infusionsvæske, opløsning",injection / infusion,140,19016586,irrigation solution,11
"injektions-/infusionsvÃ¦ske, oplÃ¸sning","injektions-/infusionsvæske, opløsning",injection / infusion,140,19095898,inhalant solution,12
"injektions-/infusionsvÃ¦ske, oplÃ¸sning","injektions-/infusionsvæske, opløsning",injection / infusion,140,44784844,injectable foam,12
"injektions-/infusionsvÃ¦ske, oplÃ¸sning","injektions-/infusionsvæske, opløsning",injection / infusion,140,19082283,rectal solution,12
"injektions-/infusionsvÃ¦ske, oplÃ¸sning","injektions-/infusionsvæske, opløsning",injection / infusion,140,19082221,rectal suspension,12
"injektions-/infusionsvÃ¦ske, oplÃ¸sning","injektions-/infusionsvæske, opløsning",injection / infusion,140,19082106,intravenous solution,13
medicinsk tyggegummi,medicinsk tyggegummi,medical chewing gum,139,19102296,chewing gum,8
medicinsk tyggegummi,medicinsk tyggegummi,medical chewing gum,139,19130307,medicated pad,11
medicinsk tyggegummi,medicinsk tyggegummi,medical chewing gum,139,19082224,topical cream,11
medicinsk tyggegummi,medicinsk tyggegummi,medical chewing gum,139,19130329,medicated tape,12
medicinsk tyggegummi,medicinsk tyggegummi,medical chewing gum,139,19082197,rectal cream,12
medicinsk tyggegummi,medicinsk tyggegummi,medical chewing gum,139,19082227,topical ointment,12
medicinsk tyggegummi,medicinsk tyggegummi,medical chewing gum,139,19010878,vaginal cream,12
medicinsk tyggegummi,medicinsk tyggegummi,medical chewing gum,139,40167393,vaginal ring,12
medicinsk tyggegummi,medicinsk tyggegummi,medical chewing gum,139,19008697,medicated shampoo,13
dispergible tabletter,dispergible tabletter,dispersible tablets,129,19135866,chewable tablet,8
dispergible tabletter,dispergible tabletter,dispersible tablets,129,19082573,oral tablet,10
dispergible tabletter,dispergible tabletter,dispersible tablets,129,40175589,buccal tablet,11
dispergible tabletter,dispergible tabletter,dispersible tablets,129,19082285,sublingual tablet,11
dispergible tabletter,dispergible tabletter,dispersible tablets,129,19010962,vaginal tablet,11
dispergible tabletter,dispergible tabletter,dispersible tablets,129,19082075,chewable bar,13
dispergible tabletter,dispergible tabletter,dispersible tablets,129,19082103,injectable solution,13
dispergible tabletter,dispergible tabletter,dispersible tablets,129,19082652,oral pellet,13
dispergible tabletter,dispergible tabletter,dispersible tablets,129,19001943,tablet,13
kutanoplÃ¸sning,kutanopløsning,cutaneous solution,129,19082106,intravenous solution,5
kutanoplÃ¸sning,kutanopløsning,cutaneous solution,129,19095898,inhalant solution,8
kutanoplÃ¸sning,kutanopløsning,cutaneous solution,129,19082165,nasal solution,8
kutanoplÃ¸sning,kutanopløsning,cutaneous solution,129,19082170,oral solution,8
kutanoplÃ¸sning,kutanopløsning,cutaneous solution,129,19082195,otic solution,8
kutanoplÃ¸sning,kutanopløsning,cutaneous solution,129,19082283,rectal solution,8
kutanoplÃ¸sning,kutanopløsning,cutaneous solution,129,19082228,topical solution,8
kutanoplÃ¸sning,kutanopløsning,cutaneous solution,129,19016586,irrigation solution,9
kutanoplÃ¸sning,kutanopløsning,cutaneous solution,129,19129634,ophthalmic solution,9
"nÃ¦sespray, oplÃ¸sning","næsespray, opløsning",nasal spray solution,120,19082165,nasal solution,6
"nÃ¦sespray, oplÃ¸sning","næsespray, opløsning",nasal spray solution,120,19095898,inhalant solution,9
"nÃ¦sespray, oplÃ¸sning","næsespray, opløsning",nasal spray solution,120,19095913,intramuscular solution,9
"nÃ¦sespray, oplÃ¸sning","næsespray, opløsning",nasal spray solution,120,19011167,nasal spray,9
"nÃ¦sespray, oplÃ¸sning","næsespray, opløsning",nasal spray solution,120,19095977,nasal suspension,9
"nÃ¦sespray, oplÃ¸sning","næsespray, opløsning",nasal spray solution,120,19082170,oral solution,9
"nÃ¦sespray, oplÃ¸sning","næsespray, opløsning",nasal spray solution,120,19082106,intravenous solution,10
"nÃ¦sespray, oplÃ¸sning","næsespray, opløsning",nasal spray solution,120,19082283,rectal solution,10
"nÃ¦sespray, oplÃ¸sning","næsespray, opløsning",nasal spray solution,120,19082228,topical solution,10
"infusionsvÃ¦ske, emulsion","infusionsvæske, emulsion",emulsion for infusion,116,19082258,gas for inhalation,12
"infusionsvÃ¦ske, emulsion","infusionsvæske, emulsion",emulsion for infusion,116,19016586,irrigation solution,14
"infusionsvÃ¦ske, emulsion","infusionsvæske, emulsion",emulsion for infusion,116,19082165,nasal solution,14
"infusionsvÃ¦ske, emulsion","infusionsvæske, emulsion",emulsion for infusion,116,19095977,nasal suspension,14
"infusionsvÃ¦ske, emulsion","infusionsvæske, emulsion",emulsion for infusion,116,19082170,oral solution,14
"infusionsvÃ¦ske, emulsion","infusionsvæske, emulsion",emulsion for infusion,116,19082191,oral suspension,14
"infusionsvÃ¦ske, emulsion","infusionsvæske, emulsion",emulsion for infusion,116,19082195,otic solution,14
"infusionsvÃ¦ske, emulsion","infusionsvæske, emulsion",emulsion for infusion,116,19082196,otic suspension,14
"infusionsvÃ¦ske, emulsion","infusionsvæske, emulsion",emulsion for infusion,116,19001144,suspension,14
"pulver til injektions- og infusionsvÃ¦ske, oplÃ¸sning","pulver til injektions- og infusionsvæske, opløsning",powder for solution for injection or infusion,116,45775492,powder for oral suspension,26
"pulver til injektions- og infusionsvÃ¦ske, oplÃ¸sning","pulver til injektions- og infusionsvæske, opløsning",powder for solution for injection or infusion,116,45775488,powder for nasal solution,27
"pulver til injektions- og infusionsvÃ¦ske, oplÃ¸sning","pulver til injektions- og infusionsvæske, opløsning",powder for solution for injection or infusion,116,45775491,powder for oral solution,27
"pulver til injektions- og infusionsvÃ¦ske, oplÃ¸sning","pulver til injektions- og infusionsvæske, opløsning",powder for solution for injection or infusion,116,19059413,ophthalmic irrigation solution,30
"pulver til injektions- og infusionsvÃ¦ske, oplÃ¸sning","pulver til injektions- og infusionsvæske, opløsning",powder for solution for injection or infusion,116,45775489,granules for oral solution,32
"pulver til injektions- og infusionsvÃ¦ske, oplÃ¸sning","pulver til injektions- og infusionsvæske, opløsning",powder for solution for injection or infusion,116,45775490,granules for oral suspension,33
"pulver til injektions- og infusionsvÃ¦ske, oplÃ¸sning","pulver til injektions- og infusionsvæske, opløsning",powder for solution for injection or infusion,116,19016586,irrigation solution,33
"pulver til injektions- og infusionsvÃ¦ske, oplÃ¸sning","pulver til injektions- og infusionsvæske, opløsning",powder for solution for injection or infusion,116,46234467,pen injector,33
"pulver til injektions- og infusionsvÃ¦ske, oplÃ¸sning","pulver til injektions- og infusionsvæske, opløsning",powder for solution for injection or infusion,116,19082103,injectable solution,34
liniment,liniment,liniment,114,19129401,ointment,2
liniment,liniment,liniment,114,19124967,cement,4
liniment,liniment,liniment,114,19018195,inhalant,5
liniment,liniment,liniment,114,19011932,lotion,5
liniment,liniment,liniment,114,19018708,elixir,6
liniment,liniment,liniment,114,19082627,enema,6
liniment,liniment,liniment,114,19135843,liquid,6
liniment,liniment,liniment,114,19095975,oral ointment,6
liniment,liniment,liniment,114,19001943,tablet,6
"spot-on, oplÃ¸sning","spot-on, opløsning",spot-on solution,114,19082195,otic solution,5
"spot-on, oplÃ¸sning","spot-on, opløsning",spot-on solution,114,19082170,oral solution,6
"spot-on, oplÃ¸sning","spot-on, opløsning",spot-on solution,114,19082283,rectal solution,6
"spot-on, oplÃ¸sning","spot-on, opløsning",spot-on solution,114,19095898,inhalant solution,7
"spot-on, oplÃ¸sning","spot-on, opløsning",spot-on solution,114,19016586,irrigation solution,7
"spot-on, oplÃ¸sning","spot-on, opløsning",spot-on solution,114,19082165,nasal solution,7
"spot-on, oplÃ¸sning","spot-on, opløsning",spot-on solution,114,19082228,topical solution,7
"spot-on, oplÃ¸sning","spot-on, opløsning",spot-on solution,114,19129634,ophthalmic solution,8
"spot-on, oplÃ¸sning","spot-on, opløsning",spot-on solution,114,19111276,solution,8
"injektionsvÃ¦ske, oplÃ¸sning, fyldt pen","injektionsvæske, opløsning, fyldt pen","solution for injection, prefilled pen",112,46234466,auto-injector,26
"injektionsvÃ¦ske, oplÃ¸sning, fyldt pen","injektionsvæske, opløsning, fyldt pen","solution for injection, prefilled pen",112,19082076,disintegrating oral tablet,27
"injektionsvÃ¦ske, oplÃ¸sning, fyldt pen","injektionsvæske, opløsning, fyldt pen","solution for injection, prefilled pen",112,19082258,gas for inhalation,27
"injektionsvÃ¦ske, oplÃ¸sning, fyldt pen","injektionsvæske, opløsning, fyldt pen","solution for injection, prefilled pen",112,19016586,irrigation solution,27
"injektionsvÃ¦ske, oplÃ¸sning, fyldt pen","injektionsvæske, opløsning, fyldt pen","solution for injection, prefilled pen",112,46275062,jet injector,27
"injektionsvÃ¦ske, oplÃ¸sning, fyldt pen","injektionsvæske, opløsning, fyldt pen","solution for injection, prefilled pen",112,19059413,ophthalmic irrigation solution,27
"injektionsvÃ¦ske, oplÃ¸sning, fyldt pen","injektionsvæske, opløsning, fyldt pen","solution for injection, prefilled pen",112,46234467,pen injector,27
"injektionsvÃ¦ske, oplÃ¸sning, fyldt pen","injektionsvæske, opløsning, fyldt pen","solution for injection, prefilled pen",112,45775488,powder for nasal solution,27
"injektionsvÃ¦ske, oplÃ¸sning, fyldt pen","injektionsvæske, opløsning, fyldt pen","solution for injection, prefilled pen",112,19082103,injectable solution,28
oralt pulver,oralt pulver,oral powder,110,19095976,oral powder,0
oralt pulver,oralt pulver,oral powder,110,19095918,oral paste,4
oralt pulver,oralt pulver,oral powder,110,19082652,oral pellet,4
oralt pulver,oralt pulver,oral powder,110,19082251,oral wafer,4
oralt pulver,oralt pulver,oral powder,110,19082198,rectal powder,4
oralt pulver,oralt pulver,oral powder,110,19082286,topical powder,4
oralt pulver,oralt pulver,oral powder,110,19082101,oral flakes,5
oralt pulver,oralt pulver,oral powder,110,19082573,oral tablet,5
oralt pulver,oralt pulver,oral powder,110,19082230,vaginal powder,5
oplÃ¸sning til priktest (Soluprick),opløsning til priktest (Soluprick),solution to prick test (Soluprick),106,19082105,intraperitoneal solution,23
oplÃ¸sning til priktest (Soluprick),opløsning til priktest (Soluprick),solution to prick test (Soluprick),106,19082106,intravenous solution,24
oplÃ¸sning til priktest (Soluprick),opløsning til priktest (Soluprick),solution to prick test (Soluprick),106,19059413,ophthalmic irrigation solution,24
oplÃ¸sning til priktest (Soluprick),opløsning til priktest (Soluprick),solution to prick test (Soluprick),106,19129634,ophthalmic solution,24
oplÃ¸sning til priktest (Soluprick),opløsning til priktest (Soluprick),solution to prick test (Soluprick),106,19082195,otic solution,24
oplÃ¸sning til priktest (Soluprick),opløsning til priktest (Soluprick),solution to prick test (Soluprick),106,45775488,powder for nasal solution,24
oplÃ¸sning til priktest (Soluprick),opløsning til priktest (Soluprick),solution to prick test (Soluprick),106,45775491,powder for oral solution,24
oplÃ¸sning til priktest (Soluprick),opløsning til priktest (Soluprick),solution to prick test (Soluprick),106,19082228,topical solution,24
oplÃ¸sning til priktest (Soluprick),opløsning til priktest (Soluprick),solution to prick test (Soluprick),106,19095913,intramuscular solution,25
"inhalationsspray, suspension","inhalationsspray, suspension","pressurized inhalation, suspension",96,19082080,extended release suspension,18
"inhalationsspray, suspension","inhalationsspray, suspension","pressurized inhalation, suspension",96,45775492,powder for oral suspension,18
"inhalationsspray, suspension","inhalationsspray, suspension","pressurized inhalation, suspension",96,45775490,granules for oral suspension,19
"inhalationsspray, suspension","inhalationsspray, suspension","pressurized inhalation, suspension",96,19095915,intravenous suspension,19
"inhalationsspray, suspension","inhalationsspray, suspension","pressurized inhalation, suspension",96,19082167,ophthalmic suspension,19
"inhalationsspray, suspension","inhalationsspray, suspension","pressurized inhalation, suspension",96,19082221,rectal suspension,19
"inhalationsspray, suspension","inhalationsspray, suspension","pressurized inhalation, suspension",96,19082104,injectable suspension,20
"inhalationsspray, suspension","inhalationsspray, suspension","pressurized inhalation, suspension",96,19082260,intrathecal suspension,20
"inhalationsspray, suspension","inhalationsspray, suspension","pressurized inhalation, suspension",96,19082191,oral suspension,20
oplÃ¸sning,opløsning,solution,94,19111276,solution,0
oplÃ¸sning,opløsning,solution,94,19011932,lotion,3
oplÃ¸sning,opløsning,solution,94,19111155,solid,4
oplÃ¸sning,opløsning,solution,94,46234469,injection,5
oplÃ¸sning,opløsning,solution,94,19082170,oral solution,5
oplÃ¸sning,opløsning,solution,94,19082195,otic solution,5
oplÃ¸sning,opløsning,solution,94,19018708,elixir,6
oplÃ¸sning,opløsning,solution,94,19082165,nasal solution,6
oplÃ¸sning,opløsning,solution,94,19001144,suspension,6
"pulver og solvens til injektionsvÃ¦ske, suspension","pulver og solvens til injektionsvæske, suspension",powder and solvent for suspension for injection,90,45775492,powder for oral suspension,27
"pulver og solvens til injektionsvÃ¦ske, suspension","pulver og solvens til injektionsvæske, suspension",powder and solvent for suspension for injection,90,45775488,powder for nasal solution,29
"pulver og solvens til injektionsvÃ¦ske, suspension","pulver og solvens til injektionsvæske, suspension",powder and solvent for suspension for injection,90,45775491,powder for oral solution,30
"pulver og solvens til injektionsvÃ¦ske, suspension","pulver og solvens til injektionsvæske, suspension",powder and solvent for suspension for injection,90,19082080,extended release suspension,31
"pulver og solvens til injektionsvÃ¦ske, suspension","pulver og solvens til injektionsvæske, suspension",powder and solvent for suspension for injection,90,45775489,granules for oral solution,31
"pulver og solvens til injektionsvÃ¦ske, suspension","pulver og solvens til injektionsvæske, suspension",powder and solvent for suspension for injection,90,19095915,intravenous suspension,31
"pulver og solvens til injektionsvÃ¦ske, suspension","pulver og solvens til injektionsvæske, suspension",powder and solvent for suspension for injection,90,19082104,injectable suspension,32
"pulver og solvens til injektionsvÃ¦ske, suspension","pulver og solvens til injektionsvæske, suspension",powder and solvent for suspension for injection,90,19095914,intramuscular suspension,32
"pulver og solvens til injektionsvÃ¦ske, suspension","pulver og solvens til injektionsvæske, suspension",powder and solvent for suspension for injection,90,19082191,oral suspension,32
"resoribletter, sublinguale","resoribletter, sublinguale",sublingual tablets,88,19082285,sublingual tablet,1
"resoribletter, sublinguale","resoribletter, sublinguale",sublingual tablets,88,19010962,vaginal tablet,7
