Drugid,Navn,,Lægemiddelform,Styrketekst,AktiveSubstanser,MftIndehaver,ATC-kode,Godkendt procedure,Godkendt rolle,Registreringsdato,Er i Medicinpriser,,Sidst opdateret: 15-03-2016
28105627415,Acular,,"øjendråber, opløsning",5 mg/ml,Ketorolactrometamol,Orifarm A/S,S01BC05,Par-Imp,DKMA,07-09-2015,Ja,,
28101228685,Adalat,,tabletter,10 mg,NIFEDIPIN,Bayer Pharma AG,C08CA05,National,DKMA,29-11-1985,Ja,,
28101145783,Adalat,,tabletter,20 mg,NIFEDIPIN,Bayer Pharma AG,C08CA05,National,DKMA,30-08-1984,Ja,,
28105383014,Adalat CR,,depottabletter,30 mg,NIFEDIPIN,Orifarm A/S,C08CA05,Par-Imp,DKMA,06-08-2014,Nej,,
28105383414,Adalat CR,,depottabletter,60 mg,NIFEDIPIN,Orifarm A/S,C08CA05,Par-Imp,DKMA,06-08-2014,Nej,,
28105383114,Adalat Crono,,depottabletter,30 mg,NIFEDIPIN,Orifarm A/S,C08CA05,Par-Imp,DKMA,06-08-2014,Nej,,
28105383214,Adalat Crono,,depottabletter,60 mg,NIFEDIPIN,Orifarm A/S,C08CA05,Par-Imp,DKMA,06-08-2014,Nej,,
28104807510,Adalat LA,,depottabletter,20 mg,NIFEDIPIN,2care4 ApS,C08CA05,Par-Imp,DKMA,10-02-2011,Ja,,
28104929511,Adalat LA,,depottabletter,20 mg,NIFEDIPIN,Orifarm A/S,C08CA05,Par-Imp,DKMA,06-09-2011,Ja,,
28105058612,Adalat LA,,depottabletter,20 mg,NIFEDIPIN,EuroPharma.DK ApS,C08CA05,Par-Imp,DKMA,12-06-2012,Ja,,
28103011298,Adalat Oros,,depottabletter,20 mg,NIFEDIPIN,Bayer Pharma AG,C08CA05,National,DKMA,05-11-1998,Ja,,
28101397390,Adalat Oros,,depottabletter,30 mg,NIFEDIPIN,Bayer Pharma AG,C08CA05,National,DKMA,28-02-1991,Ja,,
28105697215,Adalat Oros,,depottabletter,30 mg,NIFEDIPIN,Paranova Danmark A/S,C08CA05,Par-Imp,DKMA,22-01-2016,Nej,,
28101397490,Adalat Oros,,depottabletter,60 mg,NIFEDIPIN,Bayer Pharma AG,C08CA05,National,DKMA,28-02-1991,Ja,,
28105383314,Adalat Oros,,depottabletter,60 mg,NIFEDIPIN,Orifarm A/S,C08CA05,Par-Imp,DKMA,06-08-2014,Nej,,
28105727116,Adalat Oros,,depottabletter,60 mg,NIFEDIPIN,EuroPharma.DK ApS,C08CA05,Par-Imp,DKMA,26-02-2016,Ja,,
28105389014,Adamon SR,,depotkapsler,100 mg,TRAMADOLHYDROCHLORID,Orifarm Generics A/S,N02AX02,Par-Imp,DKMA,09-04-2014,Ja,,
28105389114,Adamon SR,,depotkapsler,200 mg,TRAMADOLHYDROCHLORID,Orifarm Generics A/S,N02AX02,Par-Imp,DKMA,09-04-2014,Ja,,
28105388914,Adamon SR,,depotkapsler,50 mg,TRAMADOLHYDROCHLORID,Orifarm Generics A/S,N02AX02,Par-Imp,DKMA,09-04-2014,Ja,,
28105117112,"Adapalen ""Orifarm""",,gel,1 mg/g,ADAPALEN,Orifarm Generics A/S,D10AD03,Par-Imp,DKMA,19-09-2012,Ja,,
28105009311,Adasuve,,"inhalationspulver, afdelt","4,5 mg",LOXAPINUM,"Alexza UK, Limited",N05AH01,Central,MOD,20-02-2013,Nej,,
28105009411,Adasuve,,"inhalationspulver, afdelt","9,1 mg",LOXAPINUM,"Alexza UK, Limited",N05AH01,Central,MOD,20-02-2013,Ja,,
28105296013,Adaxio,,shampoo,20+20 mg,"Chlorhexidindigluconat, MICONAZOLNITRAT",Laboratoires SOGEVAL,QD08AC52,Decentral procedure,CMS,28-08-2014,Nej,,
28104931611,Adcetris,,"pulver til koncentrat til infusionsvæske, opløsning",50 mg,Brentuximab vedotin,Takeda Pharma A/S,L01XC12,Central,MOD,25-10-2012,Ja,,
28104351408,Adcirca,,filmovertrukne tabletter,20 mg,TADALAFIL,Eli Lilly Netherland B.V.,G04BE08,Central,MOD,01-10-2008,Ja,,
28101183484,Addiphos,,"koncentrat til infusionsvæske, opløsning","170 +14 +133,5 mg/ml","Dinatriumphosphatdihydrat, KALIUMDIHYDROGENPHOSPHAT, KALIUMHYDROXID",Fresenius Kabi AB,B05XA06,National,DKMA,28-06-1985,Ja,,
28105246913,Adempas,,filmovertrukne tabletter,"0,5 mg",Riociguat,Bayer Pharma AG,C02KX05,Central,MOD,27-03-2014,Ja,,
28105247113,Adempas,,filmovertrukne tabletter,"1,5 mg",Riociguat,Bayer Pharma AG,C02KX05,Central,MOD,27-03-2014,Ja,,
28105247013,Adempas,,filmovertrukne tabletter,1 mg,Riociguat,Bayer Pharma AG,C02KX05,Central,MOD,27-03-2014,Ja,,
28105247313,Adempas,,filmovertrukne tabletter,"2,5 mg",Riociguat,Bayer Pharma AG,C02KX05,Central,MOD,27-03-2014,Ja,,
28105247213,Adempas,,filmovertrukne tabletter,2 mg,Riociguat,Bayer Pharma AG,C02KX05,Central,MOD,27-03-2014,Ja,,
28101540293,Adenocor,,"injektionsvæske, opløsning",3 mg/ml,ADENOSIN,Sanofi-aventis Denmark A/S,C01EB10,National,DKMA,21-07-1994,Ja,,
28105292913,"Adenosin ""Fresenius Kabi""",,"injektionsvæske, opløsning, fyldt injektionssprøjte",3 mg/ml,ADENOSIN,Fresenius Kabi AB,C01EB10,Decentral procedure,CMS,04-09-2015,Nej,,
28101746695,"Adenosin ""Life Medical""",,"injektions-/infusionsvæske, opløsning",5 mg/ml,ADENOSIN,Life Medical Sweden AB,C01EB10,MRP,CMS,10-05-1996,Ja,,
28104019206,Adenuric,,filmovertrukne tabletter,120 mg,Febuxostat,Menarini International Operation,M04AA03,Central,MOD,21-04-2008,Ja,,
28104019106,Adenuric,,filmovertrukne tabletter,80 mg,Febuxostat,Menarini International Operation,M04AA03,Central,MOD,21-04-2008,Ja,,
28104606709,Adepend,,filmovertrukne tabletter,50 mg,NALTREXONHYDROCHLORID,Orpha Devel Handels- und Vertr.,N07BB04,MRP,CMS,06-05-2010,Nej,,
28103104499,Adequan Vet.,,"injektionsvæske, opløsning",100 mg/ml,Glucosaminoglycanpolysulfat (PSGAG),Daiichi Sankyo Altkirch SARL,QM01AX12,MRP,CMS,02-12-1999,Nej,,
28101360189,Adesan Mite Vet.,,"injektionsvæske, opløsning",,"alfa-Tocopherylacetat, racemisk, CHOLECALCIFEROLDILUENDUM, VITAMIN A DILUENDUM",Boehringer Ingelheim Danmark A/S,QA11JA,National,DKMA,07-12-1989,Ja,,
28100689876,Adesan Vet.,,"injektionsvæske, opløsning",,"alfa-Tocopherylacetat, racemisk, CHOLECALCIFEROLDILUENDUM, Retinolpalmitat",Boehringer Ingelheim Danmark A/S,QA11JA,National,DKMA,07-02-1978,Ja,,
28103799105,Adin,,"næsespray, opløsning","0,1 mg/ml",DESMOPRESSINACETAT (trihydrat),Ferring Lægemidler A/S,H01BA02,National,DKMA,15-11-2005,Nej,,
28103728504,Adin,,tabletter,"0,1 mg",DESMOPRESSINACETAT (trihydrat),Ferring Lægemidler A/S,H01BA02,National,DKMA,08-07-2005,Nej,,
28103728604,Adin,,tabletter,"0,2 mg",DESMOPRESSINACETAT (trihydrat),Ferring Lægemidler A/S,H01BA02,National,DKMA,08-07-2005,Nej,,
28103988406,Adipine,,tabletter,10 mg,AMLODIPINBESILAT,PharmaSwiss Ceska republika s.r.,C08CA01,MRP,RMS,02-11-2006,Nej,,
28103988306,Adipine,,tabletter,5 mg,AMLODIPINBESILAT,PharmaSwiss Ceska republika s.r.,C08CA01,MRP,RMS,02-11-2006,Nej,,
28104756510,Adjupanrix,,"injektionsvæske, suspension","3,75 mikrogram",Influenzavirus A/VietNam/1194/2004 NIBRG-14 (H5N1) oprens. antigener af inaktiverede split virioner,GlaxoSmithKline Biologicals S.A.,J07BB02,Central,MOD,19-10-2009,Nej,,
28104303808,Adport,,"kapsler, hårde","0,5 mg",Tacrolimusmonohydrat,Sandoz A/S,L04AD02,Decentral procedure,CMS,26-01-2010,Ja,,
28105215413,Adport,,"kapsler, hårde","0,75 mg",Tacrolimusmonohydrat,Sandoz A/S,L04AD02,Decentral procedure,CMS,07-07-2014,Ja,,
28104303908,Adport,,"kapsler, hårde",1 mg,Tacrolimusmonohydrat,Sandoz A/S,L04AD02,Decentral procedure,CMS,26-01-2010,Ja,,
28105215313,Adport,,"kapsler, hårde",2 mg,Tacrolimusmonohydrat,Sandoz A/S,L04AD02,Decentral procedure,CMS,07-07-2014,Ja,,
28104304008,Adport,,"kapsler, hårde",5 mg,Tacrolimusmonohydrat,Sandoz A/S,L04AD02,Decentral procedure,CMS,26-01-2010,Ja,,
28105522114,"Adrenalin ""Aguettant""",,"injektionsvæske, opløsning, fyldt injektionssprøjte","0,1 mg/ml",ADRENALINTARTRAT,Laboratoire Aguettant,C01CA24,Decentral procedure,CMS,10-12-2015,Nej,,
28100701476,"Adrenalin ""DAK""",,"injektionsvæske, opløsning",1 mg/ml,ADRENALINTARTRAT,Takeda Pharma A/S,C01CA24,National,DKMA,25-11-1976,Ja,,
28101601685,"Adrenalin ""SAD""",,"injektionsvæske, opløsning",1 MG/ML,ADRENALINTARTRAT,Amgros I/S,C01CA24,National,DKMA,01-10-1986,Nej,,
28120203693,"AdreView, Iobenguane (I-123) Injection",,injektionsvæske,,Iobenguan (123-I),GE Healthcare B.V.,V09IX01,National,DKMA,31-01-1995,Nej,,
28101313487,Adriamycin,,"injektionsvæske, opløsning",2 mg/ml,DOXORUBICINHYDROCHLORID,Pfizer ApS,L01DB01,National,DKMA,12-10-1988,Ja,,
28100920277,Adriamycin,,"pulver til injektionsvæske, opløsning",10 mg,DOXORUBICINHYDROCHLORID,Pfizer ApS,L01DB01,National,DKMA,24-10-1979,Ja,,
28101310487,Adriamycin,,"pulver til injektionsvæske, opløsning",150 mg,DOXORUBICINHYDROCHLORID,Pfizer ApS,L01DB01,National,DKMA,15-04-1993,Nej,,
28101258686,Adriamycin,,"pulver til injektionsvæske, opløsning",20 mg,DOXORUBICINHYDROCHLORID,Pfizer ApS,L01DB01,National,DKMA,07-11-1986,Nej,,
28100920177,Adriamycin,,"pulver til injektionsvæske, opløsning",50 mg,DOXORUBICINHYDROCHLORID,Pfizer ApS,L01DB01,National,DKMA,24-10-1979,Ja,,
28104099907,Adrovance,,tabletter,70 mg+140 mikrogram,"Cholecalciferol, Natriumalendronattrihydrat",Merck Sharp & Dohme Ltd.,M05BB03,Central,MOD,02-10-2007,Nej,,
28103968906,Adrovance,,tabletter,70 mg+70 mikrogram,"Cholecalciferol, Natriumalendronattrihydrat",Merck Sharp & Dohme Ltd.,M05BB03,Central,MOD,04-01-2007,Nej,,
28105379514,Aduvanz,,"kapsler, hårde",30 mg,Lisdexamfetamindimesilat,Shire Pharmaceutical Contr. Ltd.,N06BA12,Decentral procedure,CMS,25-02-2015,Ja,,
28105379614,Aduvanz,,"kapsler, hårde",50 mg,Lisdexamfetamindimesilat,Shire Pharmaceutical Contr. Ltd.,N06BA12,Decentral procedure,CMS,25-02-2015,Ja,,
28105379714,Aduvanz,,"kapsler, hårde",70 mg,Lisdexamfetamindimesilat,Shire Pharmaceutical Contr. Ltd.,N06BA12,Decentral procedure,CMS,25-02-2015,Ja,,
28103915106,Advagraf,,"depotkapsler, hårde","0,5 mg",Tacrolimusmonohydrat,Astellas Pharma GmbH,L04AD02,Central,MOD,23-04-2007,Ja,,
28103915206,Advagraf,,"depotkapsler, hårde",1 mg,Tacrolimusmonohydrat,Astellas Pharma GmbH,L04AD02,Central,MOD,23-04-2007,Ja,,
28104323808,Advagraf,,"depotkapsler, hårde",3 mg,TACROLIMUS (vandfrit),Astellas Pharma Europe B.V.,L04AD02,Central,MOD,27-04-2009,Ja,,
28103915306,Advagraf,,"depotkapsler, hårde",5 mg,Tacrolimusmonohydrat,Astellas Pharma GmbH,L04AD02,Central,MOD,23-04-2007,Ja,,
28101891197,Advantage Vet. til hund,,kutanopløsning,100 mg/ml,Imidacloprid,Bayer Animal Health GmbH,QP53AX17,MRP,CMS,28-08-1997,Ja,,
28103047898,Advantage Vet. til hund,,kutanopløsning,100 mg/ml,Imidacloprid,Bayer Animal Health GmbH,QP53AX17,MRP,CMS,11-03-1999,Ja,,
28103849597,Advantage Vet. til hunde (10-25 kg),,kutanopløsning,100 mg/ml,Imidacloprid,Bayer Animal Health GmbH,QP53AX17,MRP,CMS,10-10-2005,Nej,,
28103849497,Advantage Vet. til hunde (4-10 kg),,kutanopløsning,100 mg/ml,Imidacloprid,Bayer Animal Health GmbH,QP53AX17,MRP,CMS,10-10-2005,Nej,,
28101891297,Advantage Vet. til kat,,kutanopløsning,100 mg/ml,Imidacloprid,Bayer Animal Health GmbH,QP53AX17,MRP,CMS,28-08-1997,Ja,,
28103849697,Advantage Vet. til katte (4 kg og derover),,kutanopløsning,100 mg/ml,Imidacloprid,Bayer Animal Health GmbH,QP53AX17,MRP,CMS,10-10-2005,Nej,,
28103443002,Advate,,"pulver og solvens til injektionsvæske, opløsning",1000 IE,Octocog Alfa,Baxter AG,B02BD02,Central,MOD,02-03-2004,Ja,,
28103443102,Advate,,"pulver og solvens til injektionsvæske, opløsning",1500 IE,Octocog Alfa,Baxter AG,B02BD02,Central,MOD,02-03-2004,Ja,,
28104195207,Advate,,"pulver og solvens til injektionsvæske, opløsning",2000 IE,Octocog Alfa,Baxter AG,B02BD02,Central,MOD,22-04-2008,Ja,,
28103442802,Advate,,"pulver og solvens til injektionsvæske, opløsning",250 IE,Octocog Alfa,Baxter AG,B02BD02,Central,MOD,02-03-2004,Ja,,
28104195307,Advate,,"pulver og solvens til injektionsvæske, opløsning",3000 IE,Octocog Alfa,Baxter AG,B02BD02,Central,MOD,22-05-2008,Ja,,
28103442902,Advate,,"pulver og solvens til injektionsvæske, opløsning",500 IE,Octocog Alfa,Baxter AG,B02BD02,Central,MOD,02-03-2004,Ja,,
28103338702,Advocate til ekstra store hunde,,"spot-on, opløsning","100+25mg/ml i 4,0 ml","Imidacloprid, Moxidectin",Bayer Animal Health GmbH,QP54AB52,Central,MOD,02-04-2003,Ja,,
28103338502,Advocate til mellemstore hunde,,"spot-on, opløsning","100+25mg/ml i 1,0 ml","Imidacloprid, Moxidectin",Bayer Animal Health GmbH,QP54AB52,Central,MOD,02-04-2003,Ja,,
28103338402,Advocate til små hunde,,"spot-on, opløsning","100+25mg/ml i 0,4 ml","Imidacloprid, Moxidectin",Bayer Animal Health GmbH,QP54AB52,Central,MOD,02-04-2003,Ja,,
28103338802,Advocate til små katte,,"spot-on, opløsning","100+10mg/ml i 0,4 ml","Imidacloprid, Moxidectin",Bayer Animal Health GmbH,QP54AB52,Central,MOD,02-04-2003,Ja,,
28103338602,Advocate til store hunde,,"spot-on, opløsning","100+25mg/ml i 2,5 ml","Imidacloprid, Moxidectin",Bayer Animal Health GmbH,QP54AB52,Central,MOD,02-04-2003,Ja,,
28103338902,Advocate til store katte,,"spot-on, opløsning","100+10mg/ml i 0,8 ml","Imidacloprid, Moxidectin",Bayer HealthCare AG,QP54AB52,Central,MOD,02-04-2003,Ja,,
28104380608,Aedon,,smeltetabletter,10 mg,OLANZAPIN,G.L. Pharma GmbH,N05AH03,Decentral procedure,RMS,19-07-2010,Nej,,
28104380708,Aedon,,smeltetabletter,15 mg,OLANZAPIN,G.L. Pharma GmbH,N05AH03,Decentral procedure,RMS,19-07-2010,Nej,,
28104380808,Aedon,,smeltetabletter,20 mg,OLANZAPIN,G.L. Pharma GmbH,N05AH03,Decentral procedure,RMS,19-07-2010,Nej,,
28104380508,Aedon,,smeltetabletter,5 mg,OLANZAPIN,G.L. Pharma GmbH,N05AH03,Decentral procedure,RMS,19-07-2010,Nej,,
28103985806,Aerinaze,,tabletter med modificeret udløsning,"2,5+120 mg","DESLORATADIN, Pseudoephedrinsulfat",Merck Sharp & Dohme Ltd.,R06AX27,Central,MOD,30-07-2007,Nej,,
28103120999,Aerius,,filmovertrukne tabletter,5 mg,DESLORATADIN,Merck Sharp & Dohme Limited-Sche,R06AX27,Central,MOD,15-01-2001,Ja,,
28103989506,Aerius,,oral opløsning,"0,5 mg/ml",DESLORATADIN,Merck Sharp & Dohme Limited-Sche,R06AX27,Central,MOD,23-04-2007,Ja,,
28104045506,Aerius,,smeltetabletter,"2,5 mg",DESLORATADIN,Merck Sharp & Dohme Limited-Sche,R06AX27,Central,MOD,23-04-2007,Nej,,
28103265601,Aerius,,smeltetabletter,5 mg,DESLORATADIN,Merck Sharp & Dohme Limited-Sche,R06AX27,Central,MOD,16-04-2002,Nej,,
28104045606,Aerius,,smeltetabletter,5 mg,DESLORATADIN,Merck Sharp & Dohme Limited-Sche,R06AX27,Central,MOD,23-04-2007,Nej,,
28101931197,Aerobec,,"inhalationsspray, opløsning",100 mikrogram/dosis,BECLOMETASONDIPROPIONAT,Teva Denmark A/S,R03BA01,National,DKMA,20-08-1998,Ja,,
28105426714,Aerobec,,"inhalationsspray, opløsning",100 mikrogram/dosis,BECLOMETASONDIPROPIONAT,Orifarm A/S,R03BA01,Par-Imp,DKMA,02-02-2015,Ja,,
28101931097,Aerobec,,"inhalationsspray, opløsning",50 mikrogram/dosis,BECLOMETASONDIPROPIONAT,Teva Denmark A/S,R03BA01,National,DKMA,20-08-1998,Ja,,
28101398890,Aerobec Autohaler,,"inhalationsspray, opløsning",100 mikrogram/dosis,BECLOMETASONDIPROPIONAT,Teva Denmark A/S,R03BA01,National,DKMA,05-05-1992,Ja,,
28105363714,Aerobec Autohaler,,"inhalationsspray, opløsning",100 mikrogram/dosis,BECLOMETASONDIPROPIONAT,EuroPharma.DK ApS,R03BA01,Par-Imp,DKMA,22-05-2015,Nej,,
28105426814,Aerobec Autohaler,,"inhalationsspray, opløsning",100 mikrogram/dosis,BECLOMETASONDIPROPIONAT,Orifarm A/S,R03BA01,Par-Imp,DKMA,02-02-2015,Ja,,
28101398790,Aerobec Autohaler,,"inhalationsspray, opløsning",50 mikrogram/dosis,BECLOMETASONDIPROPIONAT,Teva Denmark A/S,R03BA01,National,DKMA,05-05-1992,Ja,,
28105255713,AeroBec N,,"inhalationsspray, opløsning",100 mikrogram/dosis,BECLOMETASONDIPROPIONAT,Orifarm A/S,R03BA01,Par-Imp,DKMA,30-09-2013,Nej,,
28105255813,AeroBec N Autohaler,,"inhalationsspray, opløsning",100 mikrogram/dosis,BECLOMETASONDIPROPIONAT,Orifarm A/S,R03BA01,Par-Imp,DKMA,30-09-2013,Nej,,
52610069901,Aesculaforce forte,,enterotabletter,,"HESTEKASTANJEFRØ, ekstrakt, standardiseret",Bioforce Danmark AS,C05CX03,Natur,DKMA,03-11-2005,Nej,,
28100690276,Aethoxysklerol,,"injektionsvæske, opløsning",10 mg/ml,Lauromacrogol 400,Chemische Fabrik Kreussler & Co.,C05BB02,National,DKMA,24-01-1977,Ja,,
28100690576,Aethoxysklerol,,"injektionsvæske, opløsning",30 mg/ml,Lauromacrogol 400,Chemische Fabrik Kreussler & Co.,C05BB02,National,DKMA,24-01-1977,Ja,,
28100690176,Aethoxysklerol,,"injektionsvæske, opløsning",5 mg/ml,Lauromacrogol 400,Chemische Fabrik Kreussler & Co.,C05BB02,National,DKMA,24-01-1977,Ja,,
28100962477,A.E. Vaccine Nobilis Vet.,,pulver til oral opløsning,1000 E.I.D.,"Aviær encephalomyelitis virus, stamme 1143 Calnek (levende, svækket)",Intervet Danmark A/S,QI01AD02,National,DKMA,30-08-1985,Nej,,
28104926611,Afamcivir,,filmovertrukne tabletter,500 mg,FAMCICLOVIR,GlaxoSmithKline Consumer,J05AB09,Decentral procedure,CMS,19-03-2014,Nej,,
28104388708,Afinitor,,tabletter,10 mg,Everolimus,Novartis Pharmaceuticals,L01XE10,Central,MOD,03-08-2009,Ja,,
28104948311,Afinitor,,tabletter,"2,5 mg",Everolimus,Novartis Pharmaceuticals,L01XE10,Central,MOD,18-12-2012,Ja,,
28104388608,Afinitor,,tabletter,5 mg,Everolimus,Novartis Pharmaceuticals,L01XE10,Central,MOD,03-08-2009,Ja,,
28104648910,Aflunov,,"injektionsvæske, suspension, fyldt injektionssprøjte","7,5 mikrogram",Aviær influenzavirus subtype H5N1 clade 1 stamme A/Vietnam/1194/2004,Novartis Vaccines Influenza,J07BB02,Central,MOD,29-11-2010,Nej,,
28103743904,Afluria,,"injektionsvæske, suspension, fyldt injektionssprøjte",,"Influenzavirus A/California/07/2009 (H1N1) - deriveret stamme fra NYMC X-181, Influenzavirus A/Perth/16/2009 (H3N2) lignende stamme (A/Victoria/210/2009 NYMC X-187 reassortant), Influenzavirus B/Brisbane/60/2008, split virioner, inaktiveret",bioCSL GmbH,J07BB01,MRP,CMS,14-06-2005,Nej,,
28104789310,Aftovaxpur Doe,,"injektionsvæske, emulsion",6 PD50,"Mund-og-klovsygevirusstamme A Turkey 14/98, rensede, inaktiverede antigener, Mund-og-klovsygevirusstamme A22 Iraq, rensede, inaktiverede antigener, Mund-og-klovsygevirusstamme A24 Cruzeiro, rensede, inaktiverede antigener, Mund-og-klovsygevirusstamme Asia 1 Shamir, rensede, inaktiverede antigener, Mund-og-klovsygevirusstamme O Taiwan 3/97, rensede, inaktiverede antigener, Mund-og-klovsygevirusstamme O1 BFS, rensede, inaktiverede antigener, Mund-og-klovsygevirusstamme O1 Manisa, rensede, inaktiverede antigener, Mund-og-klovsygevirusstamme SAT2 Saudi Arabia, rensede, inaktiverede antigener",Merial,QI02AA04,Central,MOD,15-07-2013,Nej,,
28103050698,Agenerase,,"kapsler, bløde",150 mg,AMPRENAVIR,Glaxo Group Limited,J05AE05,Central,MOD,20-10-2000,Nej,,
28103034698,Agenerase,,"kapsler, bløde",50 mg,AMPRENAVIR,Glaxo Group Limited,J05AE05,Central,MOD,20-10-2000,Nej,,
28103050798,Agenerase,,oral opløsning,15 mg/ml,AMPRENAVIR,Glaxo Group Limited,J05AE05,Central,MOD,20-10-2000,Nej,,
28103845205,Aggrenox,,"depotkapsler, hårde",200 + 25 mg,"ACETYLSALICYLSYRE, Dipyridamol",Orifarm A/S,B01AC30,Par-Imp,DKMA,19-01-2006,Nej,,
52610000893,Agiolax,,granulat,,"Loppefrø, hvid, Loppefrøskaller, Sennesbælg, Tinnevelly",Meda AS,A06AB56,Natur,DKMA,27-03-1995,Nej,,
28104404808,Agregex,,filmovertrukne tabletter,75 mg,CLOPIDOGRELHYDROGENSULFAT,Actavis Group PTC ehf.,B01AC04,Decentral procedure,RMS,29-03-2010,Nej,,
28103028398,Agrippal,,"injektionsvæske, suspension, fyldt injektionssprøjte",,"Influenzavirus A/California/07/2009 (H1N1) - deriveret stamme fra NYMC X-181, Influenzavirus A/Perth/16/2009 (H3N2) lignende stamme (A/Victoria/210/2009 NYMC X-187 reassortant), Influenzavirus B/Brisbane/60/2008 deriveret stamme,  NYMC BX-35 reassortant",Novartis Vaccines and,J07BB02,MRP,CMS,23-02-1999,Nej,,
28104870711,Ainil,,"injektionsvæske, opløsning",100 mg/ml,KETOPROFEN,Industrial Veterinaria S.A.,QM01AE03,Decentral procedure,CMS,27-02-2012,Ja,,
28104081507,AIRAPY,,"medicinsk gas, komprimeret",100 %,"Luft, medicinsk",AGA AB,V03AN05,MRP,CMS,04-09-2007,Ja,,
28105213813,AirFluSal Forspiro,,"inhalationspulver, afdelt",50+250 mikrogram,"FLUTICASONPROPIONAT, SALMETEROL",Sandoz A/S,R03AK06,Decentral procedure,CMS,17-12-2013,Ja,,
28105213913,AirFluSal Forspiro,,"inhalationspulver, afdelt",50+500 mikrogram,"FLUTICASONPROPIONAT, SALMETEROL",Sandoz A/S,R03AK06,Decentral procedure,CMS,17-12-2013,Ja,,
28105663615,Airflusan Forspiro,,"inhalationspulver, afdelt",50+500 mikrogram,"FLUTICASONPROPIONAT, SALMETEROL",Orifarm A/S,R03AK06,Par-Imp,DKMA,07-12-2015,Nej,,
28101697294,Airomir,,"inhalationsspray, suspension","0,1 mg/dosis",SALBUTAMOLSULFAT,Teva Denmark A/S,R03AC02,National,DKMA,31-03-1995,Ja,,
28101329088,Airomir Autohaler,,"inhalationsspray, suspension","0,1 mg/dosis",SALBUTAMOLSULFAT,Teva Denmark A/S,R03AC02,National,DKMA,19-09-1989,Ja,,
28105171612,Airomir Autohaler,,"inhalationsspray, suspension","0,1 mg/dosis",SALBUTAMOLSULFAT,2care4 ApS,R03AC02,Par-Imp,DKMA,13-02-2013,Ja,,
28105276613,Airomir Autohaler,,"inhalationsspray, suspension","0,1 mg/dosis",SALBUTAMOLSULFAT,Orifarm A/S,R03AC02,Par-Imp,DKMA,03-12-2013,Ja,,
28104043406,Airsalb,,"inhalationsspray, suspension",100 mikrogram/dosis,SALBUTAMOLSULFAT,Sandoz A/S,R03AC02,Decentral procedure,CMS,27-04-2009,Ja,,
28104491509,Aivlosin,,granulat til anvendelse i drikkevand,625 mg/g,Tylvalosintartrat,ECO Animal Health Ltd.,QJ01FA92,Central,MOD,11-05-2009,Ja,,
28104491409,Aivlosin,,oralt pulver,"42,5 mg/g",Tylvalosintartrat,ECO Animal Health Ltd.,QJ01FA92,Central,MOD,14-12-2009,Nej,,
28103560403,Aivlosin,,premix,"42,5 mg/g",ACETYLISOVALERYLTYLOSINTARTRAT,ECO Animal Health Ltd.,QJ01FA92,Central,MOD,09-09-2004,Nej,,
28104356508,Aivlosin til fasaner,,granulat til anvendelse i drikkevand,625 mg/g,ACETYLISOVALERYLTYLOSINTARTRAT,ECO Animal Health Ltd.,QJ01FA92,Central,MOD,04-06-2008,Nej,,
28105141112,Aivlosin til kalkuner,,granulat til anvendelse i drikkevand,625 mg/g,Tylvalosintartrat,ECO Animal Health Ltd.,QJ01FA92,Central,MOD,04-12-2013,Nej,,
28104123207,Aivlosin til kyllinger,,granulat til anvendelse i drikkevand,625 mg/g,ACETYLISOVALERYLTYLOSINTARTRAT,ECO Animal Health Ltd.,QJ01FA92,Central,MOD,04-07-2008,Nej,,
28100249157,Akineton,,"injektionsvæske, opløsning",5 mg/ml,BIPERIDENLACTAT,Laboratorio Farmaceutico S.I.T.,N04AA02,National,DKMA,28-01-1958,Ja,,
28100231857,Akineton,,tabletter,2 mg,Biperidenhydrochlorid,Laboratorio Farmaceutico S.I.T.,N04AA02,National,DKMA,21-06-1957,Ja,,
28105396414,Aktiprol,,tabletter,100 mg,AMISULPRID,Medochemie Ltd.,N05AL05,Decentral procedure,RMS,27-05-2015,Nej,,
28105396514,Aktiprol,,tabletter,200 mg,AMISULPRID,Medochemie Ltd.,N05AL05,Decentral procedure,RMS,27-05-2015,Nej,,
28105396614,Aktiprol,,tabletter,400 mg,AMISULPRID,Medochemie Ltd.,N05AL05,Decentral procedure,RMS,27-05-2015,Nej,,
28105396314,Aktiprol,,tabletter,50 mg,AMISULPRID,Medochemie Ltd.,N05AL05,Decentral procedure,RMS,27-05-2015,Nej,,
28101821496,"Aktivt Kul ""Norit""",,"kapsler, hårde",200 mg,Aktivt kul,Cabot Norit Nederland B.V.,A07BA01,MRP,CMS,17-03-1998,Ja,,
28105375314,Akynzeo,,"kapsler, hårde","300 mg / 0,5 mg","Netupitant, PALONOSETRONHYDROCHLORID",Helsinn Birex Pharmaceuticals Lt,A04AA55,Central,MOD,27-05-2015,Ja,,
28104273608,Alacare,,medicinsk plaster,8 mg,5-AMINOLEVULINSYRE,Galderma Nordic AB,L01XD04,Decentral procedure,CMS,06-07-2009,Nej,,
28101221385,Alamycin Prolongatum Vet.,,"injektionsvæske, suspension",200 mg/ml,OXYTETRACYCLIN,ScanVet Animal Health A/S,QJ01AA06,National,DKMA,28-05-1986,Ja,,
